x,y
2.271484521660069866e+00,-5.442646275521541455e+00
2.178927847629157366e+00,-5.318191960606038826e+00
2.052589080044429970e+00,-5.302537485805092210e+00
1.915202180149282674e+00,-5.105611368861733723e+00
1.746804337761092230e+00,-5.063735644884253873e+00
1.603229402034879181e+00,-4.887807686261985474e+00
1.429372639168816406e+00,-4.830272016932768864e+00
1.292504599522496633e+00,-4.644389537676256730e+00
1.134080592691210754e+00,-4.574094046591495655e+00
1.002241200911972330e+00,-4.375362032074101570e+00
8.575537093731376848e-01,-4.337915989057141708e+00
7.372656429566436520e-01,-4.129517293250074772e+00
6.056440437968497736e-01,-4.080774875775891708e+00
5.031709586023811465e-01,-3.886204082898948364e+00
3.873417069759079734e-01,-3.832370985983585499e+00
3.000091086423046782e-01,-3.631017150471405053e+00
1.998495298912010276e-01,-3.591037194795754672e+00
1.220555112462428371e-01,-3.379549752236629345e+00
3.141243344258121822e-02,-3.355127358162889983e+00
-3.792835622707312754e-02,-3.111729121481885407e+00
-1.169354055463123904e-01,-3.093123732020660377e+00
-1.764991669514844874e-01,-2.872573944226819442e+00
-2.472598157251254813e-01,-2.843670957702763680e+00
-2.987363455699576509e-01,-2.609562676019813843e+00
-3.584517558462927411e-01,-2.604746948243404248e+00
-4.008244222276750590e-01,-2.362609290802964779e+00
-4.440947963541517773e-01,-2.345703680448385953e+00
-4.754279838629305033e-01,-2.122616655212275383e+00
-5.153597176233226662e-01,-2.070640319007999608e+00
-5.427161672750764332e-01,-1.872648943899845486e+00
-5.761643946162114949e-01,-1.821550481933720489e+00
-6.003667039774502889e-01,-1.618539092948241942e+00
-6.289894463394853918e-01,-1.597175285068093586e+00
-6.550038085542632116e-01,-1.396500968659410535e+00
-6.840496138111986646e-01,-1.378754924298549067e+00
-7.042388318228488542e-01,-1.130298978668086152e+00
-7.267495943585833285e-01,-1.128053722484987587e+00
-7.424884162386491404e-01,-8.944590154046914154e-01
-7.599893352345885589e-01,-8.937348895231069790e-01
-7.710891965327348885e-01,-6.401953738258809867e-01
-7.840618648436948890e-01,-6.343165041536700244e-01
-7.917556107740983951e-01,-4.088882419223688336e-01
-7.994394389403590706e-01,-3.962458075613390363e-01
-8.039038809414550402e-01,-1.402027051971884708e-01
-8.083081459183794060e-01,-1.180930266879042095e-01
-8.104266793639522959e-01,0.000000000000000000e+00
-8.083081459183794060e-01,1.180930266879042095e-01
-8.039038809414550402e-01,1.402027051971884708e-01
-7.994394389403590706e-01,3.962458075613390363e-01
-7.917556107740983951e-01,4.088882419223688336e-01
-7.840618648436948890e-01,6.343165041536700244e-01
-7.710891965327348885e-01,6.401953738258809867e-01
-7.599893352345885589e-01,8.937348895231069790e-01
-7.424884162386491404e-01,8.944590154046914154e-01
-7.267495943585833285e-01,1.128053722484987587e+00
-7.042388318228488542e-01,1.130298978668086152e+00
-6.840496138111986646e-01,1.378754924298549067e+00
-6.550038085542632116e-01,1.396500968659410535e+00
-6.289894463394853918e-01,1.597175285068093586e+00
-6.003667039774502889e-01,1.618539092948241942e+00
-5.761643946162114949e-01,1.821550481933720489e+00
-5.427161672750764332e-01,1.872648943899845486e+00
-5.153597176233226662e-01,2.070640319007999608e+00
-4.754279838629305033e-01,2.122616655212275383e+00
-4.440947963541517773e-01,2.345703680448385953e+00
-4.008244222276750590e-01,2.362609290802964779e+00
-3.584517558462927411e-01,2.604746948243404248e+00
-2.987363455699576509e-01,2.609562676019813843e+00
-2.472598157251254813e-01,2.843670957702763680e+00
-1.764991669514844874e-01,2.872573944226819442e+00
-1.169354055463123904e-01,3.093123732020660377e+00
-3.792835622707312754e-02,3.111729121481885407e+00
3.141243344258121822e-02,3.355127358162889983e+00
1.220555112462428371e-01,3.379549752236629345e+00
1.998495298912010276e-01,3.591037194795754672e+00
3.000091086423046782e-01,3.631017150471405053e+00
3.873417069759079734e-01,3.832370985983585499e+00
5.031709586023811465e-01,3.886204082898948364e+00
6.056440437968497736e-01,4.080774875775891708e+00
7.372656429566436520e-01,4.129517293250074772e+00
8.575537093731376848e-01,4.337915989057141708e+00
1.002241200911972330e+00,4.375362032074101570e+00
1.134080592691210754e+00,4.574094046591495655e+00
1.292504599522496633e+00,4.644389537676256730e+00
1.429372639168816406e+00,4.830272016932768864e+00
1.603229402034879181e+00,4.887807686261985474e+00
1.746804337761092230e+00,5.063735644884253873e+00
1.915202180149282674e+00,5.105611368861733723e+00
2.052589080044429970e+00,5.302537485805092210e+00
2.178927847629157366e+00,5.318191960606038826e+00
2.271484521660069866e+00,5.442646275521541455e+00
