x,y
2.489496618647442094e+00,-5.804556482427176256e+00
2.415211833594851143e+00,-5.795616377854630130e+00
2.298460516308871604e+00,-5.656295139697335550e+00
2.173826792164530008e+00,-5.523622672650076559e+00
2.003805468212171537e+00,-5.474072296527169534e+00
1.826252437335253997e+00,-5.298740138078019690e+00
1.639706204595551498e+00,-5.263043652510358328e+00
1.475027562720208962e+00,-5.057500113511369300e+00
1.290284125465930964e+00,-5.009510970364013716e+00
1.140290050509000341e+00,-4.806949945610193176e+00
9.694182785222097420e-01,-4.759321189175047984e+00
8.356726912013978659e-01,-4.557688770727032157e+00
6.812394876499923146e-01,-4.504916439985944265e+00
5.624339557497208819e-01,-4.308246193364971610e+00
4.315491085024053541e-01,-4.253843590439784883e+00
3.308341897381006369e-01,-4.055347840878224197e+00
2.106771597649274019e-01,-4.010957830541190816e+00
1.192063471278589359e-01,-3.807266940141007083e+00
1.781407750015064767e-02,-3.789412372701224108e+00
-5.462933180955280299e-02,-3.533691327664113757e+00
-1.415319041301703051e-01,-3.532735528513079259e+00
-2.090509619763612770e-01,-3.297521226995047794e+00
-2.952996142575283200e-01,-3.282074236621459029e+00
-3.549578235423426209e-01,-3.053393919375679832e+00
-4.277320664163007935e-01,-3.050095377401226937e+00
-4.833083889185406101e-01,-2.816429877032836426e+00
-5.425155612451267872e-01,-2.806779361019531294e+00
-5.850757266533109791e-01,-2.583008265743652832e+00
-6.396712131659786360e-01,-2.566298252947273983e+00
-6.745824613614308518e-01,-2.359651814436628747e+00
-7.164354084441837411e-01,-2.308199105695599496e+00
-7.454582005612833129e-01,-2.088450510409616268e+00
-7.840615509559734075e-01,-2.070999015832231116e+00
-8.178672760504559491e-01,-1.851981820627337294e+00
-8.566368107988022729e-01,-1.840386567548626839e+00
-8.834500189340397380e-01,-1.593778092768930010e+00
-9.153155257053633420e-01,-1.593209664913869839e+00
-9.403388576566690249e-01,-1.361962379976397353e+00
-9.713776405752810872e-01,-1.344512026402212346e+00
-9.919545460948110405e-01,-1.130672899562688238e+00
-1.018818964757484569e+00,-1.105685981434015863e+00
-1.038937454949433459e+00,-8.890922131637731818e-01
-1.061443904454065779e+00,-8.852779313567138431e-01
-1.078310280431144630e+00,-6.324420743400142042e-01
-1.096002697889865152e+00,-6.130317703244231309e-01
-1.107299034404077176e+00,-3.827938354086307671e-01
-1.118491738278821757e+00,-3.616133926525002540e-01
-1.123369599157717724e+00,-1.193276815825983911e-01
-1.127934290811691831e+00,-1.136668748444034927e-01
-1.129761685121034143e+00,0.000000000000000000e+00
-1.127934290811691831e+00,1.136668748444034927e-01
-1.123369599157717724e+00,1.193276815825983911e-01
-1.118491738278821757e+00,3.616133926525002540e-01
-1.107299034404077176e+00,3.827938354086307671e-01
-1.096002697889865152e+00,6.130317703244231309e-01
-1.078310280431144630e+00,6.324420743400142042e-01
-1.061443904454065779e+00,8.852779313567138431e-01
-1.038937454949433459e+00,8.890922131637731818e-01
-1.018818964757484569e+00,1.105685981434015863e+00
-9.919545460948110405e-01,1.130672899562688238e+00
-9.713776405752810872e-01,1.344512026402212346e+00
-9.403388576566690249e-01,1.361962379976397353e+00
-9.153155257053633420e-01,1.593209664913869839e+00
-8.834500189340397380e-01,1.593778092768930010e+00
-8.566368107988022729e-01,1.840386567548626839e+00
-8.178672760504559491e-01,1.851981820627337294e+00
-7.840615509559734075e-01,2.070999015832231116e+00
-7.454582005612833129e-01,2.088450510409616268e+00
-7.164354084441837411e-01,2.308199105695599496e+00
-6.745824613614308518e-01,2.359651814436628747e+00
-6.396712131659786360e-01,2.566298252947273983e+00
-5.850757266533109791e-01,2.583008265743652832e+00
-5.425155612451267872e-01,2.806779361019531294e+00
-4.833083889185406101e-01,2.816429877032836426e+00
-4.277320664163007935e-01,3.050095377401226937e+00
-3.549578235423426209e-01,3.053393919375679832e+00
-2.952996142575283200e-01,3.282074236621459029e+00
-2.090509619763612770e-01,3.297521226995047794e+00
-1.415319041301703051e-01,3.532735528513079259e+00
-5.462933180955280299e-02,3.533691327664113757e+00
1.781407750015064767e-02,3.789412372701224108e+00
1.192063471278589359e-01,3.807266940141007083e+00
2.106771597649274019e-01,4.010957830541190816e+00
3.308341897381006369e-01,4.055347840878224197e+00
4.315491085024053541e-01,4.253843590439784883e+00
5.624339557497208819e-01,4.308246193364971610e+00
6.812394876499923146e-01,4.504916439985944265e+00
8.356726912013978659e-01,4.557688770727032157e+00
9.694182785222097420e-01,4.759321189175047984e+00
1.140290050509000341e+00,4.806949945610193176e+00
1.290284125465930964e+00,5.009510970364013716e+00
1.475027562720208962e+00,5.057500113511369300e+00
1.639706204595551498e+00,5.263043652510358328e+00
1.826252437335253997e+00,5.298740138078019690e+00
2.003805468212171537e+00,5.474072296527169534e+00
2.173826792164530008e+00,5.523622672650076559e+00
2.298460516308871604e+00,5.656295139697335550e+00
2.415211833594851143e+00,5.795616377854630130e+00
2.489496618647442094e+00,5.804556482427176256e+00
