x,y
2.638969216505065329e+00,-6.531448383861640394e+00
2.588881266811384307e+00,-6.487390975421805095e+00
2.504734656732605647e+00,-6.377212544017891283e+00
2.417059230400766534e+00,-6.245250001104526660e+00
2.289466104856011874e+00,-6.194566065092458551e+00
2.168029014602988802e+00,-5.983154209151576808e+00
2.023641473751934594e+00,-5.960670627034422964e+00
1.893492039270852967e+00,-5.723489469270333529e+00
1.738227067675125470e+00,-5.717462218678709185e+00
1.609568454798536052e+00,-5.489621386377161016e+00
1.454847942198066235e+00,-5.476948786613909270e+00
1.332906409216949362e+00,-5.254037672300710504e+00
1.184681218429970873e+00,-5.204194389902832896e+00
1.067817726085991126e+00,-5.007988336276016916e+00
9.309054400072507285e-01,-4.960435302748988917e+00
8.224118603766614743e-01,-4.768850346141913832e+00
6.994756274550620878e-01,-4.693365281800851108e+00
5.976037716965612034e-01,-4.510193776252300779e+00
4.824165207014284307e-01,-4.466768449525461371e+00
3.900260249361304776e-01,-4.287802136815306753e+00
2.878864501589563085e-01,-4.204038906929461916e+00
2.033719949664635207e-01,-4.007873418520890851e+00
1.050370304000398658e-01,-3.963952317388708124e+00
2.782766328066385575e-02,-3.762856094345736313e+00
-5.795098787002149476e-02,-3.713167954323261188e+00
-1.245432945825030308e-01,-3.493415920242953554e+00
-2.027786265416500477e-01,-3.483899641869037556e+00
-2.624043896759951089e-01,-3.222903373431168728e+00
-3.329558171314382364e-01,-3.202982065487899099e+00
-3.846335536297776914e-01,-2.976131731291188576e+00
-4.503983745347878709e-01,-2.975655774539848419e+00
-4.992496042733394757e-01,-2.723304989527664866e+00
-5.578434048276318391e-01,-2.706832048703230242e+00
-6.008835999091928226e-01,-2.463511980450865835e+00
-6.525961578042752675e-01,-2.460258634581875548e+00
-6.899027171961132909e-01,-2.240419935348064939e+00
-7.349826609630780716e-01,-2.226735912882569668e+00
-7.670709919676521604e-01,-1.991273814459218805e+00
-8.072510349007473440e-01,-1.966354112094779616e+00
-8.378660219667904974e-01,-1.753948129094359487e+00
-8.728702286114533582e-01,-1.708081302453077877e+00
-8.996819020484059237e-01,-1.512270052963356148e+00
-9.310638908679795822e-01,-1.469389580809357554e+00
-9.539211256383305360e-01,-1.242355404600787638e+00
-9.781273616365456780e-01,-1.219772676891227592e+00
-9.940745372847027417e-01,-9.908176281816930553e-01
-1.012188410259927451e+00,-9.779111866245638884e-01
-1.025392220428046119e+00,-7.377300354457653198e-01
-1.039388266122083904e+00,-7.366262412026197692e-01
-1.048105523697679731e+00,-4.874695737917834615e-01
-1.057517100476485616e+00,-4.804270622514925093e-01
-1.063714846873226039e+00,-2.644471682014536418e-01
-1.069897910012810094e+00,-2.166379278853208523e-01
-1.072468990484647389e+00,-2.241409532111745054e-02
-1.074959279217440722e+00,0.000000000000000000e+00
-1.072468990484647389e+00,2.241409532111745054e-02
-1.069897910012810094e+00,2.166379278853208523e-01
-1.063714846873226039e+00,2.644471682014536418e-01
-1.057517100476485616e+00,4.804270622514925093e-01
-1.048105523697679731e+00,4.874695737917834615e-01
-1.039388266122083904e+00,7.366262412026197692e-01
-1.025392220428046119e+00,7.377300354457653198e-01
-1.012188410259927451e+00,9.779111866245638884e-01
-9.940745372847027417e-01,9.908176281816930553e-01
-9.781273616365456780e-01,1.219772676891227592e+00
-9.539211256383305360e-01,1.242355404600787638e+00
-9.310638908679795822e-01,1.469389580809357554e+00
-8.996819020484059237e-01,1.512270052963356148e+00
-8.728702286114533582e-01,1.708081302453077877e+00
-8.378660219667904974e-01,1.753948129094359487e+00
-8.072510349007473440e-01,1.966354112094779616e+00
-7.670709919676521604e-01,1.991273814459218805e+00
-7.349826609630780716e-01,2.226735912882569668e+00
-6.899027171961132909e-01,2.240419935348064939e+00
-6.525961578042752675e-01,2.460258634581875548e+00
-6.008835999091928226e-01,2.463511980450865835e+00
-5.578434048276318391e-01,2.706832048703230242e+00
-4.992496042733394757e-01,2.723304989527664866e+00
-4.503983745347878709e-01,2.975655774539848419e+00
-3.846335536297776914e-01,2.976131731291188576e+00
-3.329558171314382364e-01,3.202982065487899099e+00
-2.624043896759951089e-01,3.222903373431168728e+00
-2.027786265416500477e-01,3.483899641869037556e+00
-1.245432945825030308e-01,3.493415920242953554e+00
-5.795098787002149476e-02,3.713167954323261188e+00
2.782766328066385575e-02,3.762856094345736313e+00
1.050370304000398658e-01,3.963952317388708124e+00
2.033719949664635207e-01,4.007873418520890851e+00
2.878864501589563085e-01,4.204038906929461916e+00
3.900260249361304776e-01,4.287802136815306753e+00
4.824165207014284307e-01,4.466768449525461371e+00
5.976037716965612034e-01,4.510193776252300779e+00
6.994756274550620878e-01,4.693365281800851108e+00
8.224118603766614743e-01,4.768850346141913832e+00
9.309054400072507285e-01,4.960435302748988917e+00
1.067817726085991126e+00,5.007988336276016916e+00
1.184681218429970873e+00,5.204194389902832896e+00
1.332906409216949362e+00,5.254037672300710504e+00
1.454847942198066235e+00,5.476948786613909270e+00
1.609568454798536052e+00,5.489621386377161016e+00
1.738227067675125470e+00,5.717462218678709185e+00
1.893492039270852967e+00,5.723489469270333529e+00
2.023641473751934594e+00,5.960670627034422964e+00
2.168029014602988802e+00,5.983154209151576808e+00
2.289466104856011874e+00,6.194566065092458551e+00
2.417059230400766534e+00,6.245250001104526660e+00
2.504734656732605647e+00,6.377212544017891283e+00
2.588881266811384307e+00,6.487390975421805095e+00
2.638969216505065329e+00,6.531448383861640394e+00
