"Time_Iter","Outer_Iter","Inner_Iter",    "rms[Rho]"    ,    "rms[RhoU]"   ,    "rms[RhoV]"   ,    "rms[RhoW]"   ,    "rms[RhoE]"   ,     "rms[nu]"    
          0,           0,           0,      -5.257097728,      -15.95956514,      -17.04741685,      -16.51238491,      -5.366242198,      -12.78716076
          0,           0,           1,       -5.40502755,      -5.452085446,       -6.44143952,      -5.963259877,      -5.520994164,      -12.78270479
          0,           0,           2,      -5.408364418,      -5.514568442,      -6.525438856,      -6.001243216,      -5.509825628,      -12.96142419
          0,           0,           3,      -5.401054165,      -5.562821991,      -6.534526873,      -6.025029772,       -5.49121085,      -13.08074934
          0,           0,           4,      -5.389576798,      -5.617901236,      -6.501924009,      -6.050649009,      -5.470200907,      -13.16395625
          0,           0,           5,      -5.379066429,      -5.690670187,      -6.456848019,      -6.086193127,      -5.451640148,      -13.22623344
          0,           0,           6,      -5.373071503,       -5.77954051,      -6.405691325,      -6.124892391,      -5.439958109,      -13.27194602
          0,           0,           7,      -5.375208184,      -5.850778146,      -6.340030085,      -6.138906361,       -5.44002396,      -13.29764268
          0,           0,           8,      -5.394968124,      -5.855358356,      -6.259400532,      -6.108149783,      -5.461683115,      -13.29171037
          0,           0,           9,      -5.436624155,      -5.802158189,      -6.172140943,      -6.052327346,      -5.507774698,      -13.26375639
          0,           0,          10,      -5.490975564,       -5.72834947,      -6.092096661,      -5.994279524,      -5.570046739,      -13.23173566
          0,           0,          11,      -5.507041111,      -5.660369831,       -6.03073655,      -5.948675886,      -5.583498475,      -13.21288364
          0,           0,          12,      -5.455126891,      -5.624750247,      -5.998056058,      -5.913374762,      -5.507886923,      -13.18959471
          0,           0,          13,      -5.386733093,      -5.640540143,      -5.984615135,      -5.872010894,      -5.420131541,      -13.17470394
          0,           0,          14,      -5.335687894,      -5.709480819,      -5.967000408,      -5.828905689,      -5.360274609,      -13.17674017
          0,           0,          15,      -5.312470292,      -5.791467196,      -5.934962606,      -5.805941733,      -5.334514766,      -13.16819751
          0,           0,          16,      -5.319272584,      -5.793727029,       -5.91125713,      -5.811368589,      -5.341857956,      -13.13517903
          0,           0,          17,      -5.350260641,      -5.744718706,      -5.913185145,      -5.836236892,      -5.374980695,      -13.08850977
          0,           0,          18,      -5.391589483,      -5.718027886,      -5.935895361,      -5.863083135,      -5.421647186,      -13.05471121
          0,           0,          19,      -5.420238685,      -5.720547796,       -5.96004893,       -5.87642616,      -5.459389378,      -13.04460467
          0,           0,          20,      -5.426829461,      -5.745805844,      -5.975968447,      -5.883409414,      -5.470218198,      -13.05252734
          0,           0,          21,      -5.416521633,      -5.780353414,      -5.982460631,      -5.892050387,      -5.455514002,      -13.05321039
          0,           0,          22,      -5.414694931,      -5.803001896,      -5.993561594,      -5.904241649,      -5.452206979,       -13.0449001
          0,           0,          23,      -5.429420975,      -5.821714877,      -6.009227263,      -5.917109315,      -5.469302582,      -13.03085211
          0,           0,          24,      -5.443569806,      -5.846215157,      -6.021560953,      -5.922552049,      -5.485820978,      -13.00930101
          0,           0,          25,      -5.455534754,      -5.856138537,      -6.023147534,      -5.916705309,      -5.503632465,      -12.98378591
          0,           0,          26,      -5.458740941,      -5.828770232,      -6.010151531,      -5.903530262,      -5.512694607,      -12.96751757
          0,           0,          27,       -5.44952944,      -5.799644006,      -5.993723304,      -5.891788278,      -5.501991937,       -12.9631495
          0,           0,          28,      -5.431436634,       -5.79202948,      -5.983317149,      -5.888566919,      -5.477818962,      -12.96383182
          0,           0,          29,      -5.418853995,      -5.801572388,      -5.984579643,      -5.893854963,      -5.460750805,      -12.95822467
          0,           0,          30,      -5.416769388,      -5.822523466,      -5.993096805,      -5.900874121,      -5.455530641,      -12.95134589
          0,           0,          31,       -5.42278208,      -5.843453334,      -6.001570614,      -5.902857913,      -5.460722036,      -12.93867316
          0,           0,          32,      -5.433992176,      -5.843970758,      -6.003226782,      -5.897314445,      -5.476328121,      -12.91518198
          0,           0,          33,      -5.440853913,      -5.814902854,      -5.994635234,       -5.88789982,      -5.489672125,      -12.89544457
          0,           0,          34,      -5.437260031,      -5.783316809,      -5.983001895,      -5.881091065,      -5.486743988,      -12.88896097
          0,           0,          35,       -5.42344287,      -5.775701262,       -5.97657481,      -5.882310396,      -5.467901576,      -12.89410262
          0,           0,          36,      -5.411396189,      -5.786902622,      -5.980319374,       -5.88938505,      -5.451174549,      -12.89320387
          0,           0,          37,       -5.40914102,      -5.805812168,      -5.990269678,      -5.895378575,      -5.445719221,      -12.89286192
          0,           0,          38,      -5.416234121,      -5.817862939,      -5.999767441,      -5.895083896,      -5.452550832,      -12.88904306
          0,           0,          39,      -5.428171146,      -5.808352646,      -6.001245349,      -5.888370418,      -5.469313674,      -12.86935975
          0,           0,          40,      -5.433742766,      -5.772374007,       -5.99176094,      -5.879914971,      -5.480816005,      -12.84672595
          0,           0,          41,      -5.427195103,      -5.732302041,      -5.980090077,      -5.874071528,      -5.474513982,      -12.83476034
          0,           0,          42,      -5.410857235,       -5.71128411,      -5.975070707,      -5.873468909,      -5.453567954,      -12.83671043
          0,           0,          43,      -5.395237346,       -5.70321287,      -5.978408662,       -5.87472761,       -5.43338535,      -12.83204673
          0,           0,          44,       -5.38758144,       -5.69413323,      -5.986288487,      -5.872697111,      -5.422030982,      -12.82607077
          0,           0,          45,      -5.389157614,      -5.675737415,      -5.993863786,      -5.864908986,      -5.422559333,      -12.82102298
          0,           0,          46,      -5.395318354,      -5.644785298,      -5.993411748,      -5.853364259,       -5.43217719,      -12.80174282
          0,           0,          47,      -5.394992146,      -5.602541009,      -5.982752629,      -5.841213977,      -5.436542007,      -12.77513369
          0,           0,          48,      -5.382842867,      -5.559549542,      -5.970248399,      -5.829475536,      -5.425294468,       -12.7538343
