"Time_Iter","Outer_Iter","Inner_Iter",    "rms[Rho]"    ,    "rms[RhoU]"   ,    "rms[RhoV]"   ,    "rms[RhoW]"   ,    "rms[RhoE]"   ,     "rms[nu]"    
          0,           0,           0,      -5.771240427,      -6.087272457,      -6.646140004,      -5.811132765,      -5.992974474,      -7.462921827
          0,           0,           1,      -5.771344513,      -6.087363925,      -6.646219828,      -5.811248052,      -5.993096974,       -7.46294625
          0,           0,           2,      -5.771515963,      -6.087514747,      -6.646349757,      -5.811438332,       -5.99329824,      -7.462988953
          0,           0,           3,      -5.771704032,      -6.087680319,      -6.646491312,      -5.811647243,      -5.993518997,      -7.463035943
          0,           0,           4,      -5.771910272,      -6.087862041,      -6.646645392,      -5.811876566,      -5.993761061,      -7.463087652
          0,           0,           5,      -5.772136365,      -6.088061434,       -6.64681293,      -5.812128237,      -5.994026397,      -7.463144555
          0,           0,           6,      -5.772384133,      -6.088280151,      -6.646994899,      -5.812404365,      -5.994317133,      -7.463207178
          0,           0,           7,      -5.772655542,      -6.088519978,      -6.647192296,       -5.81270724,      -5.994635567,        -7.4632761
          0,           0,           8,      -5.772952717,      -6.088782853,      -6.647406139,      -5.813039345,      -5.994984172,      -7.463351957
          0,           0,           9,      -5.773277942,      -6.089070862,      -6.647637476,      -5.813403374,      -5.995365608,      -7.463435453
          0,           0,          10,      -5.773633663,      -6.089386244,      -6.647887342,      -5.813802233,      -5.995782718,      -7.463527363
          0,           0,          11,      -5.774022484,      -6.089731391,      -6.648156703,      -5.814239048,      -5.996238525,      -7.463628544
          0,           0,          12,      -5.774447182,      -6.090108849,      -6.648446554,      -5.814717181,       -5.99673624,      -7.463739941
          0,           0,          13,      -5.774910679,      -6.090521304,      -6.648757723,      -5.815240223,      -5.997279237,      -7.463862595
          0,           0,          14,      -5.775416044,      -6.090971575,      -6.649090994,      -5.815811995,      -5.997871044,      -7.463997659
          0,           0,          15,      -5.775966462,      -6.091462595,      -6.649447031,      -5.816436536,      -5.998515311,      -7.464146402
          0,           0,          16,      -5.776565216,      -6.091997372,      -6.649826336,      -5.817118093,      -5.999215769,      -7.464310235
          0,           0,          17,      -5.777215602,      -6.092578913,      -6.650229135,      -5.817861066,      -5.999976145,      -7.464490711
          0,           0,          18,       -5.77792089,      -6.093210172,      -6.650655391,      -5.818669974,      -6.000800097,      -7.464689553
          0,           0,          19,      -5.778684196,      -6.093893898,      -6.651104675,      -5.819549356,      -6.001691065,       -7.46490867
          0,           0,          20,      -5.779508388,      -6.094632591,      -6.651576227,      -5.820503706,      -6.002652147,      -7.465150174
          0,           0,          21,      -5.780395893,      -6.095428251,      -6.652068821,        -5.8215373,      -6.003685867,       -7.46541641
          0,           0,          22,      -5.781348515,      -6.096282165,      -6.652580657,      -5.822654047,      -6.004793946,       -7.46570998
          0,           0,          23,      -5.782367152,      -6.097194635,      -6.653109357,      -5.823857241,      -6.005976961,      -7.466033776
          0,           0,          24,      -5.783451329,      -6.098164495,      -6.653651752,      -5.825149185,      -6.007233863,      -7.466391012
          0,           0,          25,      -5.784598884,      -6.099188741,       -6.65420386,      -5.826530886,      -6.008561552,       -7.46678526
          0,           0,          26,      -5.785805419,      -6.100261941,      -6.654761163,      -5.828001566,       -6.00995426,      -7.467224016
          0,           0,          27,      -5.787002764,      -6.101322457,      -6.655313224,      -5.829473152,      -6.011341885,      -7.467671789
          0,           0,          28,      -5.788178133,      -6.102359041,      -6.655858332,      -5.830928789,      -6.012711689,      -7.468121245
          0,           0,          29,      -5.789331501,      -6.103371935,      -6.656396447,      -5.832368484,      -6.014063902,      -7.468572365
          0,           0,          30,      -5.790462899,      -6.104361398,      -6.656927409,      -5.833792308,      -6.015398813,      -7.469025139
          0,           0,          31,      -5.791572266,      -6.105327515,       -6.65745105,      -5.835200287,      -6.016716631,      -7.469479555
          0,           0,          32,       -5.79265969,      -6.106270517,      -6.657967144,      -5.836592571,       -6.01801771,      -7.469935611
          0,           0,          33,      -5.793725417,      -6.107190951,      -6.658475445,      -5.837969451,      -6.019302571,      -7.470393298
          0,           0,          34,      -5.794769599,      -6.108089271,      -6.658975547,      -5.839331125,      -6.020571641,      -7.470852606
          0,           0,          35,      -5.795792553,      -6.108965944,      -6.659467601,      -5.840677927,      -6.021825488,       -7.47131353
          0,           0,          36,      -5.796794642,      -6.109821503,      -6.659951485,      -5.842010223,      -6.023064714,      -7.471776055
          0,           0,          37,       -5.79777619,      -6.110656393,      -6.660427066,      -5.843328364,      -6.024289893,      -7.472240172
          0,           0,          38,      -5.798737509,      -6.111471136,      -6.660893856,      -5.844632691,      -6.025501581,      -7.472705872
          0,           0,          39,      -5.799679015,      -6.112266266,      -6.661351845,      -5.845923632,       -6.02670042,      -7.473173148
          0,           0,          40,      -5.800601115,       -6.11304237,      -6.661800937,      -5.847201573,      -6.027887024,      -7.473641987
          0,           0,          41,      -5.801504153,      -6.113799929,      -6.662240727,      -5.848466869,      -6.029061943,      -7.474112387
          0,           0,          42,       -5.80238852,      -6.114539493,      -6.662670946,      -5.849719891,      -6.030225756,      -7.474584349
          0,           0,          43,      -5.803254628,      -6.115261598,      -6.663091417,      -5.850961017,      -6.031379039,      -7.475057855
          0,           0,          44,      -5.804102813,      -6.115966713,       -6.66350194,      -5.852190557,      -6.032522281,        -7.4755329
          0,           0,          45,      -5.804933366,      -6.116655201,      -6.663902107,      -5.853408797,      -6.033655921,      -7.476009478
          0,           0,          46,      -5.805746704,      -6.117327595,      -6.664292041,      -5.854616078,       -6.03478049,      -7.476487583
          0,           0,          47,      -5.806543223,      -6.117984372,      -6.664671548,      -5.855812723,       -6.03589647,      -7.476967203
          0,           0,          48,      -5.807323254,       -6.11862593,      -6.665040436,      -5.856998996,      -6.037004268,      -7.477448321
          0,           0,          49,      -5.808087064,      -6.119252588,      -6.665398483,      -5.858175098,      -6.038104207,      -7.477930894
          0,           0,          50,      -5.808834895,      -6.119864685,      -6.665745473,      -5.859341184,      -6.039196567,      -7.478414984
          0,           0,          51,      -5.809566984,      -6.120462505,      -6.666081235,        -5.8604974,      -6.040281598,      -7.478900577
          0,           0,          52,       -5.81028358,      -6.121046343,      -6.666405746,      -5.861643884,      -6.041359539,      -7.479387657
          0,           0,          53,      -5.810984901,      -6.121616436,      -6.666718961,      -5.862780746,      -6.042430582,      -7.479876234
          0,           0,          54,      -5.811671092,      -6.122172979,       -6.66702056,      -5.863908013,      -6.043494826,      -7.480366296
          0,           0,          55,      -5.812342289,      -6.122716112,      -6.667310405,        -5.8650257,      -6.044552343,      -7.480857826
          0,           0,          56,        -5.8129986,      -6.123246013,      -6.667588527,      -5.866133783,      -6.045603165,      -7.481350812
