"Time_Iter","Outer_Iter","Inner_Iter",    "rms[Rho]"    ,    "rms[RhoU]"   ,    "rms[RhoV]"   ,    "rms[RhoW]"   ,    "rms[RhoE]"   ,     "rms[nu]"    
          0,           0,           0,       -5.24926863,      -15.87503605,      -16.49020348,       -16.5047995,      -5.042143138,      -12.29452077
          0,           0,           1,      -5.400951034,      -5.442480044,      -6.508097495,      -6.508000591,      -5.196332059,      -12.29214966
          0,           0,           2,      -5.403281094,      -5.491331366,      -6.475206865,      -6.475201028,      -5.190137684,      -12.57813346
          0,           0,           3,      -5.405777559,        -5.5549535,      -6.383053555,       -6.38306854,      -5.183007617,      -12.70137593
          0,           0,           4,      -5.411355565,      -5.633140752,      -6.286744003,      -6.286754065,      -5.179037814,      -12.80901914
          0,           0,           5,      -5.425635436,      -5.712048134,      -6.202821675,      -6.202829594,      -5.185437793,      -12.87366908
          0,           0,           6,      -5.456915713,      -5.748308536,      -6.134443047,      -6.134455521,      -5.214166346,      -12.89878234
          0,           0,           7,      -5.509505733,      -5.709445545,      -6.075126586,      -6.075152072,      -5.272271148,      -12.90155805
          0,           0,           8,      -5.554437978,      -5.637591792,      -6.032244063,      -6.032278843,      -5.329430654,      -12.89402066
          0,           0,           9,      -5.528965742,      -5.592834321,      -6.001574295,      -6.001604598,      -5.293807226,      -12.86481177
          0,           0,          10,      -5.454430579,      -5.604704217,      -5.977148996,      -5.977175997,      -5.192171802,      -12.85460639
          0,           0,          11,       -5.40806166,      -5.669592867,      -5.952268088,       -5.95230791,       -5.13204696,      -12.85480516
          0,           0,          12,      -5.413264662,      -5.719319466,      -5.938656613,      -5.938704487,      -5.135222372,      -12.80648886
          0,           0,          13,      -5.450778051,      -5.696253277,      -5.938317467,      -5.938367015,      -5.180019219,      -12.76540433
          0,           0,          14,      -5.486867329,      -5.648660306,      -5.945725019,      -5.945781033,      -5.229512632,      -12.75790445
          0,           0,          15,       -5.49518096,      -5.651599259,      -5.961365367,       -5.96142417,      -5.240305713,      -12.75460443
          0,           0,          16,      -5.487739101,      -5.706891771,      -5.980576712,      -5.980638716,         -5.226662,      -12.74155359
          0,           0,          17,      -5.488644184,      -5.752571649,      -5.987215444,      -5.987273939,      -5.227078916,      -12.71477716
          0,           0,          18,      -5.499119749,      -5.727314906,      -5.982189756,      -5.982256292,       -5.24375102,      -12.69447125
          0,           0,          19,      -5.505212773,      -5.693803386,      -5.975249579,      -5.975323783,      -5.252966531,      -12.68792683
          0,           0,          20,      -5.500058052,       -5.70420025,      -5.981258771,      -5.981332448,      -5.244415153,      -12.68140634
          0,           0,          21,      -5.496079427,      -5.747030481,      -5.988943846,       -5.98901183,      -5.237648254,      -12.67292868
          0,           0,          22,      -5.497308734,      -5.755427153,      -5.985033158,      -5.985109879,      -5.240487612,       -12.6540802
          0,           0,          23,      -5.500824379,      -5.717561808,      -5.974055136,      -5.974132794,      -5.247658572,      -12.64128767
          0,           0,          24,      -5.499491416,       -5.69499904,      -5.969582378,       -5.96966272,      -5.245646322,      -12.63498214
          0,           0,          25,      -5.491982988,      -5.710568816,      -5.975239942,      -5.975318661,      -5.233743759,       -12.6302372
          0,           0,          26,      -5.487519448,       -5.74077927,      -5.976817121,      -5.976901957,      -5.227055966,      -12.62474068
          0,           0,          27,      -5.490202247,      -5.736629541,      -5.971831448,      -5.971924833,      -5.231655207,       -12.6116929
          0,           0,          28,      -5.491623676,      -5.703294016,      -5.961941196,      -5.962029905,      -5.235645312,      -12.60164621
          0,           0,          29,      -5.489306011,      -5.689659408,       -5.96110258,      -5.961194879,       -5.23236735,         -12.59445
          0,           0,          30,      -5.482152223,      -5.705181257,      -5.965406884,       -5.96549897,       -5.22149793,      -12.59379394
          0,           0,          31,      -5.479634442,      -5.725359678,      -5.965400127,       -5.96549215,      -5.217765559,      -12.58815194
          0,           0,          32,      -5.482256838,      -5.715798813,      -5.959522682,      -5.959616749,      -5.222023142,      -12.58280082
          0,           0,          33,      -5.482854544,      -5.688894321,      -5.952999591,      -5.953100136,      -5.224631386,      -12.57268789
          0,           0,          34,      -5.480116081,      -5.680423072,      -5.954635363,       -5.95472975,      -5.220788803,      -12.56608229
          0,           0,          35,      -5.473471242,      -5.691041775,      -5.956602258,       -5.95670885,      -5.211301767,      -12.56767846
          0,           0,          36,      -5.472428897,      -5.700385437,      -5.955868421,      -5.955963017,       -5.20973819,      -12.56115077
          0,           0,          37,      -5.473332913,       -5.68562758,      -5.949406408,      -5.949516045,      -5.211579751,      -12.56107918
          0,           0,          38,      -5.472953949,      -5.661906282,      -5.946061733,      -5.946168376,      -5.212562254,      -12.54887596
          0,           0,          39,      -5.468493281,       -5.64969343,      -5.947107781,      -5.947212447,      -5.206549123,       -12.5436361
          0,           0,          40,      -5.461971321,      -5.645671927,      -5.947228669,      -5.947330169,      -5.197794593,       -12.5420925
          0,           0,          41,      -5.459169952,      -5.635904112,      -5.943682312,      -5.943785021,       -5.19418373,      -12.53390886
          0,           0,          42,      -5.455930177,      -5.609696049,      -5.936216374,      -5.936324923,      -5.190783809,      -12.53149961
          0,           0,          43,      -5.451327908,      -5.579230972,      -5.931869721,      -5.931974859,      -5.186338704,      -12.51578859
          0,           0,          44,      -5.441900233,      -5.552701363,      -5.927253841,      -5.927360865,       -5.17493836,      -12.50712377
          0,           0,          45,      -5.431600705,      -5.528485821,      -5.921510485,       -5.92160122,      -5.162837474,      -12.49803245
          0,           0,          46,      -5.422287649,      -5.501223862,      -5.910547739,      -5.910637101,      -5.152486014,      -12.48528113
          0,           0,          47,      -5.411930756,       -5.46849921,      -5.898212258,      -5.898294662,      -5.141748243,      -12.47541651
          0,           0,          48,      -5.400268168,      -5.435782356,      -5.886720639,      -5.886799853,      -5.130227235,      -12.45723358
          0,           0,          49,      -5.385411034,      -5.405681284,      -5.873349178,      -5.873419892,      -5.114763623,      -12.44292516
          0,           0,          50,      -5.370297486,      -5.378127761,      -5.858679182,      -5.858733839,       -5.09954038,      -12.42916779
