"Time_Iter","Outer_Iter","Inner_Iter",    "rms[Rho]"    ,    "rms[RhoU]"   ,    "rms[RhoV]"   ,    "rms[RhoW]"   ,    "rms[RhoE]"   ,     "rms[nu]"    
          0,           0,           0,      -5.869341782,      -5.926233447,      -6.635731848,      -6.497858563,      -6.163328298,      -8.430978958
          0,           0,           1,      -5.869377556,      -5.926260229,      -6.635809847,      -6.497931653,       -6.16338653,        -8.4310129
          0,           0,           2,      -5.869434249,      -5.926302424,      -6.635934712,      -6.498048091,      -6.163478433,      -8.431094283
          0,           0,           3,      -5.869495838,      -5.926348343,      -6.636069948,       -6.49817398,      -6.163578087,      -8.431183805
          0,           0,           4,      -5.869562661,      -5.926398256,      -6.636216187,      -6.498309843,      -6.163685986,      -8.431282281
          0,           0,           5,      -5.869635063,      -5.926452442,      -6.636374067,      -6.498456191,      -6.163802622,      -8.431390607
          0,           0,           6,      -5.869713385,      -5.926511176,      -6.636544177,       -6.49861349,      -6.163928466,      -8.431509769
          0,           0,           7,      -5.869797956,      -5.926574726,       -6.63672708,      -6.498782144,       -6.16406396,      -8.431640849
          0,           0,           8,      -5.869889092,      -5.926643352,      -6.636923288,      -6.498962492,      -6.164209501,      -8.431785042
          0,           0,           9,       -5.86998708,      -5.926717284,      -6.637133248,      -6.499154765,      -6.164365415,      -8.431943659
          0,           0,          10,       -5.87009219,      -5.926796746,      -6.637357299,      -6.499359073,      -6.164531963,      -8.432118145
          0,           0,          11,      -5.870204645,      -5.926881916,      -6.637595745,      -6.499575358,      -6.164709292,      -8.432310088
          0,           0,          12,      -5.870324519,      -5.926972839,      -6.637848515,      -6.499803322,      -6.164897304,      -8.432521232
          0,           0,          13,      -5.870451851,      -5.927069509,       -6.63811545,      -6.500042485,      -6.165095759,      -8.432753501
          0,           0,          14,      -5.870586455,      -5.927171748,      -6.638396114,      -6.500291927,      -6.165304045,      -8.433009008
          0,           0,          15,      -5.870728022,       -5.92727922,      -6.638689807,      -6.500550509,      -6.165521256,      -8.433290077
          0,           0,          16,      -5.870875981,      -5.927391344,      -6.638995397,      -6.500816734,      -6.165746012,      -8.433599266
          0,           0,          17,      -5.871029474,      -5.927507235,      -6.639311398,       -6.50108852,      -6.165976368,      -8.433939385
          0,           0,          18,      -5.871188637,      -5.927627467,      -6.639635918,      -6.501363187,      -6.166211516,      -8.434313528
          0,           0,          19,      -5.871352358,      -5.927751106,       -6.63996643,      -6.501637413,       -6.16644874,      -8.434725091
          0,           0,          20,       -5.87151634,      -5.927873139,      -6.640299451,      -6.501907196,      -6.166680766,      -8.435177797
          0,           0,          21,      -5.871677347,      -5.927990163,      -6.640631025,      -6.502167736,      -6.166901405,       -8.43567574
          0,           0,          22,       -5.87183103,      -5.928097577,      -6.640956285,      -6.502413264,      -6.167102609,      -8.436223413
          0,           0,          23,      -5.871971611,      -5.928189224,        -6.6412694,      -6.502636816,      -6.167273959,      -8.436825747
          0,           0,          24,      -5.872091788,      -5.928257237,      -6.641563726,      -6.502830452,      -6.167402459,      -8.437488143
          0,           0,          25,      -5.872182657,      -5.928291996,      -6.641831607,      -6.502985119,      -6.167472376,      -8.438216497
          0,           0,          26,      -5.872231918,      -5.928280132,      -6.642063491,      -6.503090282,      -6.167462837,      -8.439053373
          0,           0,          27,      -5.872268802,      -5.928251532,      -6.642296468,      -6.503196106,      -6.167428659,      -8.439908518
          0,           0,          28,      -5.872300346,      -5.928213677,      -6.642538662,      -6.503313463,      -6.167382994,      -8.440762362
          0,           0,          29,      -5.872326588,      -5.928166887,      -6.642789307,      -6.503441835,      -6.167326194,      -8.441614811
          0,           0,          30,      -5.872347829,      -5.928111729,      -6.643047984,      -6.503580759,       -6.16725894,      -8.442465765
          0,           0,          31,      -5.872364482,      -5.928048822,      -6.643314414,      -6.503730129,       -6.16718205,      -8.443315152
          0,           0,          32,      -5.872376972,      -5.927978864,      -6.643588323,      -6.503889262,      -6.167096351,      -8.444162863
          0,           0,          33,      -5.872385792,      -5.927902637,      -6.643868959,      -6.504057841,      -6.167002734,      -8.445008804
          0,           0,          34,      -5.872391347,      -5.927820817,      -6.644155604,      -6.504235233,      -6.166901988,      -8.445852881
          0,           0,          35,      -5.872394232,      -5.927734258,      -6.644447763,      -6.504421076,      -6.166795133,      -8.446695006
          0,           0,          36,      -5.872395072,      -5.927643807,      -6.644745127,      -6.504615418,      -6.166683222,      -8.447535069
          0,           0,          37,      -5.872394378,      -5.927550192,      -6.645047147,      -6.504817332,      -6.166567134,      -8.448372988
          0,           0,          38,      -5.872392787,      -5.927454269,      -6.645353567,      -6.505026387,      -6.166447903,      -8.449208669
          0,           0,          39,      -5.872390941,        -5.9273569,       -6.64566401,      -6.505242204,      -6.166326538,      -8.450042027
          0,           0,          40,      -5.872389502,      -5.927258928,       -6.64597798,      -6.505464494,       -6.16620406,      -8.450872974
          0,           0,          41,      -5.872389073,      -5.927161155,      -6.646295126,      -6.505692802,      -6.166081414,      -8.451701411
          0,           0,          42,       -5.87239023,      -5.927064331,      -6.646615152,      -6.505926671,       -6.16595949,      -8.452527253
