"Time_Iter","Outer_Iter","Inner_Iter",    "rms[Rho]"    ,    "rms[RhoU]"   ,    "rms[RhoV]"   ,    "rms[RhoW]"   ,    "rms[RhoE]"   ,     "rms[nu]"    
          0,           0,           0,      -5.284118199,      -15.93725163,      -16.49060115,       -16.1214832,      -5.076992706,      -12.30191841
          0,           0,           1,      -5.435584782,      -5.550566935,      -6.488259511,      -5.695209657,      -5.232470443,      -12.30251018
          0,           0,           2,       -5.44969206,      -5.611989481,      -6.470323685,      -5.722474356,      -5.239544777,      -12.55427878
          0,           0,           3,      -5.461879744,      -5.680781025,      -6.393624815,      -5.751767048,      -5.243755324,      -12.70420696
          0,           0,           4,      -5.478736971,      -5.750183772,      -6.303986428,      -5.785059452,      -5.253317673,      -12.80077567
          0,           0,           5,      -5.506849218,      -5.792353644,      -6.223477996,      -5.821881034,      -5.276623202,      -12.85871321
          0,           0,           6,      -5.548918495,      -5.774365914,      -6.160496583,      -5.857582509,      -5.318678602,      -12.88392383
          0,           0,           7,      -5.588514649,      -5.721995333,      -6.118444063,      -5.875281167,      -5.360961624,      -12.89545524
          0,           0,           8,      -5.584789571,      -5.688084709,      -6.094057538,       -5.85325909,      -5.350412193,      -12.89226227
          0,           0,           9,       -5.54420355,      -5.691891279,      -6.072141691,      -5.811444824,        -5.2931601,      -12.87861557
          0,           0,          10,      -5.509433035,      -5.723483016,      -6.048569049,      -5.788118539,      -5.245722657,      -12.86459792
          0,           0,          11,      -5.503756437,      -5.748215213,      -6.031130353,      -5.793071198,      -5.236158148,      -12.83985277
          0,           0,          12,      -5.522660311,      -5.742468472,      -6.027714359,      -5.813176565,      -5.258568651,      -12.81230361
          0,           0,          13,      -5.546260701,      -5.725716844,      -6.035188986,      -5.830434893,      -5.289531607,       -12.7957328
          0,           0,          14,      -5.558325592,      -5.725642327,      -6.048256274,      -5.837519559,      -5.305761959,      -12.78541155
          0,           0,          15,      -5.559038517,      -5.749733168,      -6.060085817,      -5.840166072,      -5.305170863,      -12.77257595
          0,           0,          16,      -5.559641904,      -5.774623036,      -6.066041379,       -5.84476551,      -5.304733374,      -12.75709794
          0,           0,          17,      -5.564232872,      -5.776641501,       -6.06635147,      -5.848804632,       -5.31117716,      -12.74174074
          0,           0,          18,      -5.568787144,      -5.766956913,      -6.066125871,       -5.84954697,      -5.317983887,      -12.73162909
          0,           0,          19,      -5.569463444,      -5.768400114,      -6.067833456,      -5.848441811,      -5.318576332,      -12.72367013
          0,           0,          20,      -5.567876947,      -5.781044754,      -6.069430777,      -5.848712729,      -5.315891084,      -12.71562245
