"Time_Iter","Outer_Iter","Inner_Iter",    "rms[Rho]"    ,    "rms[RhoU]"   ,    "rms[RhoV]"   ,    "rms[RhoW]"   ,    "rms[RhoE]"   ,     "rms[nu]"    
          0,           0,           0,      -5.269124214,      -15.98388732,      -17.06192593,      -16.32722378,      -5.378268683,      -12.79358672
          0,           0,           1,      -5.416796183,      -5.487019859,      -6.442774455,      -5.789839519,      -5.533668661,       -12.7715572
          0,           0,           2,      -5.424052479,      -5.555780736,       -6.52316174,      -5.830650795,      -5.526452218,      -12.97388182
          0,           0,           3,      -5.419881492,      -5.607366171,      -6.533649733,      -5.856849221,      -5.511399678,      -13.08670573
          0,           0,           4,      -5.411599247,      -5.664063712,      -6.500194084,      -5.886021291,      -5.494184709,      -13.16623888
          0,           0,           5,      -5.404497385,      -5.734905724,      -6.451179816,      -5.924563815,      -5.479751481,      -13.22552149
          0,           0,           6,      -5.402684792,      -5.816897654,      -6.395471489,      -5.966808292,      -5.472871259,      -13.26743635
          0,           0,           7,      -5.410293787,      -5.878141372,      -6.326168641,      -5.989508281,      -5.478747125,      -13.28623998
          0,           0,           8,       -5.43488068,      -5.870396934,      -6.244080131,      -5.978061666,      -5.505361501,      -13.27775529
          0,           0,           9,       -5.47466211,      -5.807819494,      -6.163449439,      -5.950572717,      -5.548766958,      -13.25424383
          0,           0,          10,      -5.510151372,      -5.736671668,      -6.096657007,      -5.915684519,       -5.58572686,      -13.22614951
          0,           0,          11,      -5.498489946,      -5.682991028,      -6.049813836,      -5.873430327,      -5.562227182,       -13.2074666
          0,           0,          12,       -5.44223798,      -5.665407322,      -6.022417524,      -5.819158724,       -5.48704985,      -13.19204721
          0,           0,          13,      -5.385854096,      -5.692338124,      -6.001067069,      -5.767872253,      -5.417965295,      -13.18126825
          0,           0,          14,       -5.34995251,      -5.752840437,      -5.974496239,      -5.738896144,      -5.376051443,      -13.17234304
          0,           0,          15,      -5.339400148,      -5.797144818,      -5.948714288,      -5.738949747,      -5.363889434,      -13.15282942
          0,           0,          16,      -5.353277737,      -5.779924083,      -5.939404964,      -5.761207256,      -5.378889632,      -13.12184847
          0,           0,          17,      -5.383513038,      -5.746698048,      -5.951166685,      -5.788285934,      -5.412175946,      -13.08730955
          0,           0,          18,      -5.417365202,      -5.735789518,      -5.974187599,      -5.808600936,      -5.452010546,      -13.06564832
          0,           0,          19,      -5.439004629,       -5.74777657,      -5.995421258,      -5.820084341,      -5.481054095,      -13.06098947
          0,           0,          20,      -5.444501979,      -5.776789286,      -6.010593268,      -5.826487987,      -5.488831018,      -13.06312694
          0,           0,          21,      -5.440823766,      -5.808113803,      -6.021284417,      -5.835073851,      -5.482303413,      -13.05677443
          0,           0,          22,      -5.444984599,      -5.828703672,      -6.033914036,      -5.842788589,      -5.486571756,      -13.04410797
          0,           0,          23,      -5.457596775,      -5.844462679,      -6.045010815,      -5.845387612,      -5.502010239,       -13.0295243
          0,           0,          24,      -5.467200058,      -5.858466329,      -6.049063396,      -5.843490058,      -5.514593222,      -13.01180268
          0,           0,          25,      -5.472960379,      -5.860046053,      -6.044603124,      -5.838127789,      -5.524705516,      -12.99510738
          0,           0,          26,      -5.471557069,      -5.841071899,      -6.033841586,      -5.831624459,      -5.525792519,      -12.98350262
          0,           0,          27,      -5.463542849,      -5.824309607,      -6.024803007,      -5.828327408,      -5.515520455,      -12.97672491
          0,           0,          28,      -5.451657251,      -5.821080643,      -6.021225297,      -5.827313899,      -5.499374868,      -12.97113386
          0,           0,          29,      -5.444375803,      -5.828809384,      -6.023870345,      -5.827170806,      -5.489249823,      -12.96280729
          0,           0,          30,      -5.443306792,      -5.842471598,      -6.028015851,      -5.826181408,      -5.486478604,       -12.9545538
          0,           0,          31,      -5.447262704,      -5.852957406,      -6.029779088,      -5.824860411,      -5.490579717,        -12.943194
          0,           0,          32,      -5.453808393,      -5.849433741,       -6.02710175,      -5.822749965,      -5.500314042,      -12.92730136
          0,           0,          33,       -5.45724336,      -5.828640067,      -6.021275409,      -5.821352152,      -5.507281468,      -12.91251791
          0,           0,          34,      -5.453736412,      -5.809133452,      -6.016302588,      -5.819584161,      -5.503302539,      -12.90663735
          0,           0,          35,      -5.444009278,      -5.805231292,      -6.015223609,      -5.818535149,      -5.490031921,       -12.9070865
          0,           0,          36,      -5.436139098,      -5.814193531,      -6.019110534,      -5.817901407,       -5.47910004,      -12.90469308
          0,           0,          37,      -5.435035153,      -5.826296273,      -6.024319054,       -5.81737403,      -5.476102907,      -12.90224764
          0,           0,          38,        -5.4404063,      -5.830162785,       -6.02708672,      -5.816583265,       -5.48188926,      -12.89624645
          0,           0,          39,      -5.448204808,      -5.817046097,      -6.025544217,      -5.814985854,      -5.493324456,      -12.87943708
          0,           0,          40,      -5.449965649,       -5.78637662,      -6.019774581,      -5.810404472,      -5.498455511,      -12.86148874
          0,           0,          41,      -5.442444356,      -5.755096872,      -6.014126785,      -5.803170624,       -5.49007202,      -12.85167983
          0,           0,          42,      -5.428478726,      -5.736897063,      -6.012759151,      -5.795292829,      -5.472345345,      -12.84947226
          0,           0,          43,      -5.416030774,      -5.725325647,      -6.015142904,      -5.787764188,      -5.456263884,      -12.84201287
          0,           0,          44,      -5.409989629,      -5.709027418,      -6.018173321,      -5.780519732,      -5.447409575,      -12.83375407
          0,           0,          45,      -5.410297927,      -5.683442951,      -6.019789266,      -5.772114605,      -5.447292757,      -12.82275403
          0,           0,          46,      -5.410922518,      -5.648114908,      -6.016745577,      -5.759554613,      -5.450404678,      -12.80188399
          0,           0,          47,      -5.403994661,      -5.606276709,      -6.008750198,      -5.742684206,       -5.44575631,      -12.77765065
          0,           0,          48,      -5.387901584,      -5.566810551,      -6.000802937,      -5.723393034,      -5.428994097,      -12.75939267
