x,y
2.450670475206201626e+00,-5.913048809079767487e+00
2.391319417743736242e+00,-5.894083435030339047e+00
2.282633517772467258e+00,-5.797728330912915062e+00
2.172984503479654883e+00,-5.687486992399025887e+00
2.016190353909766309e+00,-5.644367827852438069e+00
1.860682084782978141e+00,-5.435617995097651978e+00
1.684289307011718417e+00,-5.431120733016883584e+00
1.530904829971957648e+00,-5.210976535768864437e+00
1.344294149036973085e+00,-5.193667067964742756e+00
1.205260358471292870e+00,-4.955219680757878109e+00
1.036862621024253528e+00,-4.950107366862622094e+00
9.128168196070363116e-01,-4.708549094035640259e+00
7.528232498113236471e-01,-4.696930132757920262e+00
6.301501158814619696e-01,-4.473751950428470181e+00
4.813072314513698324e-01,-4.452885460689082642e+00
3.701345241253675145e-01,-4.232654438535501384e+00
2.426423503433641771e-01,-4.195867943928226040e+00
1.399640739394750200e-01,-3.973303014726993876e+00
2.873138793189256718e-02,-3.920027695547838142e+00
-4.932889183622678891e-02,-3.752435925864165966e+00
-1.420659585127716784e-01,-3.685133522061946110e+00
-2.109439050138719185e-01,-3.483977968187687679e+00
-2.965927596078103412e-01,-3.426989313698821871e+00
-3.644153382955334641e-01,-3.237333232851383968e+00
-4.467304897663341157e-01,-3.205445252310532567e+00
-5.181110608815624463e-01,-2.981835123635343976e+00
-6.031884195606791454e-01,-2.978901559801457655e+00
-6.645845323020014295e-01,-2.738456882584791696e+00
-7.323870249657375986e-01,-2.732004605185288426e+00
-7.801529817725871840e-01,-2.514481473133548306e+00
-8.327414157950446816e-01,-2.464690518214718296e+00
-8.670035990650792890e-01,-2.266178894207461880e+00
-9.094233627225432048e-01,-2.215321765462686443e+00
-9.359377448044102765e-01,-2.013112218203869652e+00
-9.750114699473898527e-01,-1.963204676599858534e+00
-1.006152914349777383e+00,-1.787737383325765483e+00
-1.041959834235550941e+00,-1.712380497631701415e+00
-1.073033599973982621e+00,-1.518012741798317355e+00
-1.106389164082061116e+00,-1.479339781664795517e+00
-1.131461777159926019e+00,-1.255954820082172185e+00
-1.161789627069658160e+00,-1.239540392847417127e+00
-1.184283467540717893e+00,-9.967886751832123471e-01
-1.208439695634511812e+00,-9.829443938449605733e-01
-1.225494976867324670e+00,-7.426089373501865154e-01
-1.250757532629686697e+00,-7.338369355186238341e-01
-1.272108305312087184e+00,-5.135877382058601226e-01
-1.293406380070980521e+00,-5.109979132940242197e-01
-1.305848250217588991e+00,-2.534950892259548172e-01
-1.318091921721346260e+00,-2.493412318554791562e-01
-1.326969608319401583e+00,-1.992267428280476357e-02
-1.335801809680712715e+00,0.000000000000000000e+00
-1.326969608319401583e+00,1.992267428280476357e-02
-1.318091921721346260e+00,2.493412318554791562e-01
-1.305848250217588991e+00,2.534950892259548172e-01
-1.293406380070980521e+00,5.109979132940242197e-01
-1.272108305312087184e+00,5.135877382058601226e-01
-1.250757532629686697e+00,7.338369355186238341e-01
-1.225494976867324670e+00,7.426089373501865154e-01
-1.208439695634511812e+00,9.829443938449605733e-01
-1.184283467540717893e+00,9.967886751832123471e-01
-1.161789627069658160e+00,1.239540392847417127e+00
-1.131461777159926019e+00,1.255954820082172185e+00
-1.106389164082061116e+00,1.479339781664795517e+00
-1.073033599973982621e+00,1.518012741798317355e+00
-1.041959834235550941e+00,1.712380497631701415e+00
-1.006152914349777383e+00,1.787737383325765483e+00
-9.750114699473898527e-01,1.963204676599858534e+00
-9.359377448044102765e-01,2.013112218203869652e+00
-9.094233627225432048e-01,2.215321765462686443e+00
-8.670035990650792890e-01,2.266178894207461880e+00
-8.327414157950446816e-01,2.464690518214718296e+00
-7.801529817725871840e-01,2.514481473133548306e+00
-7.323870249657375986e-01,2.732004605185288426e+00
-6.645845323020014295e-01,2.738456882584791696e+00
-6.031884195606791454e-01,2.978901559801457655e+00
-5.181110608815624463e-01,2.981835123635343976e+00
-4.467304897663341157e-01,3.205445252310532567e+00
-3.644153382955334641e-01,3.237333232851383968e+00
-2.965927596078103412e-01,3.426989313698821871e+00
-2.109439050138719185e-01,3.483977968187687679e+00
-1.420659585127716784e-01,3.685133522061946110e+00
-4.932889183622678891e-02,3.752435925864165966e+00
2.873138793189256718e-02,3.920027695547838142e+00
1.399640739394750200e-01,3.973303014726993876e+00
2.426423503433641771e-01,4.195867943928226040e+00
3.701345241253675145e-01,4.232654438535501384e+00
4.813072314513698324e-01,4.452885460689082642e+00
6.301501158814619696e-01,4.473751950428470181e+00
7.528232498113236471e-01,4.696930132757920262e+00
9.128168196070363116e-01,4.708549094035640259e+00
1.036862621024253528e+00,4.950107366862622094e+00
1.205260358471292870e+00,4.955219680757878109e+00
1.344294149036973085e+00,5.193667067964742756e+00
1.530904829971957648e+00,5.210976535768864437e+00
1.684289307011718417e+00,5.431120733016883584e+00
1.860682084782978141e+00,5.435617995097651978e+00
2.016190353909766309e+00,5.644367827852438069e+00
2.172984503479654883e+00,5.687486992399025887e+00
2.282633517772467258e+00,5.797728330912915062e+00
2.391319417743736242e+00,5.894083435030339047e+00
2.450670475206201626e+00,5.913048809079767487e+00
