x,y,z,density,shock_sensor,radius_yz,spiral_step,bin_i,bin_j
-0.7099244594573975,-0.029913082718849182,-4.7169691763659927e-11,4.309383869171143,23028.61048381741,0.029913082718849182,0,40,40
-0.709281861782074,-0.08645149320363998,-0.033441316336393356,4.4350433349609375,27164.464152161392,0.09269402524138079,1,39,39
-0.709151029586792,0.07321538776159286,-0.0692635029554367,4.16894006729126,16839.62884525563,0.10078653603898782,2,41,39
-0.7093355655670166,-0.08900348842144012,0.005327526945620775,4.280579090118408,28447.03148682247,0.08916279209704989,3,39,40
-0.7098301649093628,0.04426645487546921,-0.008540492504835129,4.121334552764893,16903.457715848523,0.045082802036553765,4,41,40
-0.7088543176651001,-0.08356040716171265,0.08200719207525253,3.997135639190674,28297.192612584196,0.11707912366044837,5,39,41
-0.7094241380691528,0.0313548780977726,0.07685855776071548,3.9288973808288574,17047.869959918,0.08300823020389857,6,41,41
-0.7098525762557983,-0.02598952129483223,-0.03299594298005104,4.40333366394043,23058.979250675835,0.04200223172972262,7,40,39
-0.7093818187713623,-0.03050234355032444,0.08041355013847351,4.000633716583252,23668.77247299545,0.086004255754787,8,40,41
-0.7072992920875549,-0.1496482938528061,-0.09956581145524979,4.724879264831543,27645.91862113023,0.17974415891426945,9,38,38
-0.7070028185844421,0.12182803452014923,-0.14495472609996796,4.187951564788818,20197.666190563978,0.18935137341397712,10,42,38
-0.7083835005760193,-0.1314810812473297,-0.04530520737171173,4.513383388519287,29443.61010129856,0.13906774083503592,11,38,39
-0.7074755430221558,0.14841999113559723,-0.09039685130119324,3.9224495887756348,19244.670693959444,0.17378171507342421,12,42,39
-0.7080743908882141,-0.14996807277202606,0.023386580869555473,4.24566650390625,30506.411270334098,0.15178061475604834,13,38,40
-0.7092201113700867,0.09490024298429489,-0.018035724759101868,3.9414539337158203,16471.119380460266,0.0965988793209543,14,42,40
-0.7077571749687195,-0.15023714303970337,0.06527181714773178,4.062827110290527,30183.406876918194,0.16380356913846297,15,38,41
-0.7088819146156311,0.09438741952180862,0.06684666126966476,3.7734084129333496,12952.086661132087,0.11566097477925387,16,42,41
-0.7073803544044495,-0.14368410408496857,0.10340965539216995,3.907982587814331,29476.37554402436,0.17702733855262984,17,38,42
-0.70853590965271,0.09287557005882263,0.09429044276475906,3.7150535583496094,11899.59578037991,0.13235013830943124,18,42,42
-0.7082266211509705,-0.09078966081142426,-0.11390192806720734,4.685136795043945,24429.6896780336,0.14565854498683123,19,39,38
-0.7082714438438416,-0.08502882719039917,0.11597543209791183,3.8857133388519287,27776.253868126034,0.14380612749000693,20,39,42
-0.709168016910553,-0.027716975659132004,-0.09584584832191467,4.561280727386475,20348.683667719157,0.09977302932274026,21,40,38
-0.7090597748756409,-0.03058789297938347,0.10155735909938812,3.938657522201538,23517.497843467943,0.10606373736654902,22,40,42
-0.7076244354248047,0.08893977850675583,-0.14320993423461914,4.296554088592529,18623.628196032605,0.16858045398062826,23,41,38
-0.709033727645874,0.0401717871427536,0.09973660111427307,3.848721504211426,15055.970735129134,0.10752284447535007,24,41,42
-0.7025023102760315,-0.21399983763694763,-0.20943094789981842,5.259487628936768,31721.87513349839,0.2994282091701722,25,37,37
-0.7023120522499084,0.21372874081134796,-0.21505922079086304,4.338773250579834,23291.919542362626,0.3032003349206223,26,43,37
-0.7051507234573364,-0.20748020708560944,-0.12227994203567505,4.871339321136475,30307.757795435406,0.2408327647072454,27,37,38
-0.7053848505020142,0.17794077098369598,-0.1534218043088913,4.087706089019775,21358.990334281978,0.23494928817867886,28,43,38
-0.7061500549316406,-0.20589376986026764,-0.060493260622024536,4.638760089874268,31622.589152365814,0.21459654947821746,29,37,39
-0.7072347402572632,0.1628069132566452,-0.08108062297105789,3.8774683475494385,18308.766391803932,0.18187951623404885,30,43,39
-0.7070963382720947,-0.1862071007490158,0.007897600531578064,4.3549418449401855,31517.115854429554,0.18637450593766977,31,37,40
-0.7075506448745728,0.1698417067527771,-0.021344991400837898,3.7320711612701416,13446.140093080401,0.17117772638576018,32,43,40
-0.7063370943069458,-0.2060123085975647,0.037068307399749756,4.280270099639893,31043.610490441562,0.2093206409009407,33,37,41
-0.7078114748001099,0.15753930807113647,0.036926042288541794,3.622174024581909,9986.192750131786,0.16180904235124693,34,43,41
-0.7071873545646667,-0.15713821351528168,0.09462841600179672,3.9509897232055664,30120.238487004637,0.18343106405890838,35,37,42
-0.7047210931777954,0.20781175792217255,0.14166660606861115,3.7018887996673584,5866.648436129083,0.2515057733049138,36,43,42
-0.7050230503082275,-0.18699072301387787,0.15672056376934052,3.735039472579956,27541.437206434366,0.2439812812521336,37,37,43
-0.7038438320159912,0.16676753759384155,0.21403716504573822,3.552593231201172,8584.905451586363,0.2713361745435539,38,43,43
-0.7059125304222107,-0.15003862977027893,-0.1624203473329544,4.967093467712402,25573.118426316665,0.22111526327031425,39,38,37
-0.7058696746826172,-0.1515604704618454,0.16258469223976135,3.705676794052124,27135.696376037926,0.22227091208098695,40,38,43
-0.7072492837905884,-0.07684967666864395,-0.16431793570518494,4.807051658630371,22436.307373446154,0.1814008180755765,41,39,37
-0.707275927066803,-0.09012394398450851,0.1564134806394577,3.6971206665039062,26226.256019424578,0.18052008809291237,42,39,43
-0.707911491394043,-0.026100995019078255,-0.15589922666549683,4.717334747314453,20528.985116480348,0.15806906976346102,43,40,37
-0.707897424697876,-0.02942878007888794,0.155844584107399,3.726858615875244,19912.85731519026,0.15859882563417582,44,40,43
-0.7065644860267639,0.08277224749326706,-0.1850532740354538,4.43173885345459,19183.329157281787,0.20272138315019314,45,41,37
-0.7078224420547485,0.03465641289949417,0.15763719379901886,3.711988687515259,11825.479195480992,0.16140183339692785,46,41,43
-0.70502769947052,0.12491406500339508,-0.20944631099700928,4.410954475402832,22598.520382973165,0.2438673426802538,47,42,37
-0.7044565677642822,0.14906638860702515,0.2099485546350479,3.5129096508026123,8585.24258028556,0.2574862788687707,48,42,43
-0.7004261016845703,-0.22548069059848785,-0.2522358000278473,5.460892677307129,32636.183499202627,0.3383259384801277,49,36,36
-0.6985874176025391,0.24688686430454254,-0.2747243046760559,4.588871479034424,28084.063149747057,0.36935967206216763,50,44,36
-0.7026165723800659,-0.22333639860153198,-0.19599102437496185,5.214674472808838,30778.624367214372,0.297139072785538,51,36,37
-0.7017900347709656,0.23485960066318512,-0.20738758146762848,4.315828800201416,25442.20052514852,0.31331875298274603,52,44,37
-0.7031798362731934,-0.24335116147994995,-0.1494661569595337,5.029022216796875,30063.946902588945,0.28558697426509605,53,36,38
-0.7033950686454773,0.2393527776002884,-0.14730165898799896,4.114013671875,22357.029418902228,0.28104720401667377,54,44,38
-0.7059088945388794,-0.21601015329360962,-0.04769626259803772,4.5891923904418945,31073.28075842749,0.22121329026925507,55,36,39
-0.7045192122459412,0.23947997391223907,-0.09054956585168839,3.9639289379119873,17440.059546718716,0.25602711141778706,56,44,39
