"Time_Iter","Outer_Iter","Inner_Iter",    "rms[Rho]"    ,    "rms[RhoU]"   ,    "rms[RhoV]"   ,    "rms[RhoW]"   ,    "rms[RhoE]"   ,     "rms[nu]"    
          0,           0,           0,      -4.885770218,      -4.980518346,      -5.519175294,      -5.448649319,      -5.160900765,      -7.563759132
          0,           0,           1,       -4.88578881,      -4.980513828,      -5.519222291,       -5.44872349,      -5.160947047,      -7.563712321
          0,           0,           2,      -4.885816463,       -4.98050434,      -5.519294048,      -5.448841715,      -5.161018043,      -7.563705261
          0,           0,           3,      -4.885845865,      -4.980493553,      -5.519370188,      -5.448969593,      -5.161094138,      -7.563697498
          0,           0,           4,      -4.885876894,       -4.98048114,       -5.51945056,      -5.449107644,      -5.161175342,      -7.563688963
          0,           0,           5,      -4.885909522,      -4.980466897,      -5.519534972,      -5.449256396,      -5.161261774,      -7.563679578
          0,           0,           6,        -4.8859437,      -4.980450581,      -5.519623068,      -5.449416406,      -5.161353511,      -7.563669259
          0,           0,           7,      -4.885979204,      -4.980431751,      -5.519714495,      -5.449588031,      -5.161450379,      -7.563657914
          0,           0,           8,       -4.88601562,      -4.980409829,      -5.519808366,      -5.449771542,       -5.16155196,      -7.563645441
          0,           0,           9,      -4.886052822,      -4.980384396,      -5.519904375,      -5.449967211,      -5.161658139,      -7.563631732
          0,           0,          10,       -4.88609013,      -4.980354694,      -5.520000893,      -5.450175116,      -5.161768119,      -7.563616664
          0,           0,          11,      -4.886127096,      -4.980320032,      -5.520097286,      -5.450395206,      -5.161881303,      -7.563600104
          0,           0,          12,      -4.886162768,      -4.980279432,      -5.520191106,      -5.450627275,      -5.161996453,      -7.563581912
          0,           0,          13,      -4.886196134,      -4.980231759,      -5.520279488,      -5.450870692,      -5.162112104,      -7.563561927
          0,           0,          14,      -4.886225664,       -4.98017548,      -5.520359292,      -5.451124319,      -5.162226121,      -7.563539978
          0,           0,          15,      -4.886249674,      -4.980108801,      -5.520427257,      -5.451386965,      -5.162336086,      -7.563515875
          0,           0,          16,      -4.886266237,      -4.980029602,      -5.520479763,      -5.451656943,      -5.162439095,      -7.563489399
          0,           0,          17,      -4.886273245,      -4.979935848,      -5.520511987,      -5.451932138,      -5.162531944,      -7.563460329
          0,           0,          18,      -4.886268224,      -4.979824717,      -5.520518812,      -5.452209784,       -5.16261067,      -7.563428439
          0,           0,          19,      -4.886246888,      -4.979691909,      -5.520493767,      -5.452486013,      -5.162669041,      -7.563393432
          0,           0,          20,      -4.886204271,      -4.979532271,      -5.520428866,      -5.452756601,      -5.162699645,      -7.563355007
          0,           0,          21,      -4.886134151,      -4.979339687,      -5.520313536,      -5.453015796,      -5.162693221,      -7.563312828
          0,           0,          22,      -4.886029488,      -4.979107282,      -5.520137244,      -5.453256587,      -5.162639554,       -7.56326656
          0,           0,          23,      -4.885881668,      -4.978826655,      -5.519887695,      -5.453470772,       -5.16252612,      -7.563215746
