x,y,z,density,shock_sensor,shock_sensor_raw,radius_yz,spiral_step,shell_layer,line_index,bin_i,bin_j
-1.4801708221435543,0.1784395376841227,0.2676593065261841,3.3839619159698486,16.39194695122127,26.06684598724098,0.3216864513450966,36,3,47,128,138
-1.4801708221435543,0.2676593065261841,0.2676593065261841,3.092388153076172,16.041161355072223,22.542847916472155,0.378527421384707,37,3,47,129,138
-1.4801708221435543,0.2676593065261841,0.1784395376841227,2.9210243225097656,16.02579561628567,22.895476651859198,0.3216864513450966,38,3,47,129,137
-1.4801708221435543,0.2676593065261841,0.08921976884206136,2.637115478515625,16.756799866255577,28.47219256677379,0.28213768185463745,39,3,47,129,136
-1.425349680582682,0.2676593065261841,0.0,4.182159900665283,17.73053753512315,27.155476098959937,0.2676593065261841,40,3,48,129,135
-1.425349680582682,0.2676593065261841,-0.08921976884206136,3.5497593879699707,18.077119397116462,31.259775705369854,0.28213768185463745,41,3,48,129,134
-1.425349680582682,0.2676593065261841,-0.1784395376841227,1.9942843914031982,18.26410929250541,28.220310090293133,0.3216864513450966,42,3,48,129,133
-1.3705285390218096,0.2676593065261841,-0.2676593065261841,3.563912868499756,16.18772187326222,23.590563771366547,0.378527421384707,43,3,49,129,132
-1.425349680582682,0.1784395376841227,-0.2676593065261841,2.111185073852539,17.263243528858467,25.593525182489884,0.3216864513450966,44,3,48,128,132
-1.3705285390218096,0.08921976884206136,-0.2676593065261841,4.014778137207031,18.010493686340844,26.014211243425493,0.28213768185463745,45,3,49,127,132
-1.3705285390218096,0.0,-0.2676593065261841,4.581413269042969,19.425736101025173,24.89869546442632,0.2676593065261841,46,3,49,126,132
-1.3705285390218096,-0.08921976884206136,-0.2676593065261841,3.7690114974975586,17.0547634231674,23.406017579549662,0.28213768185463745,47,3,49,125,132
-1.3705285390218096,-0.1784395376841227,-0.2676593065261841,3.707510471343994,17.750408265497626,28.72298780541536,0.3216864513450966,48,3,49,124,132
-1.3705285390218096,-0.3568790753682454,-0.3568790753682454,2.9118168354034424,19.227211739882094,28.574408967265928,0.5047032285129427,49,4,49,122,131
-1.3705285390218096,-0.3568790753682454,-0.2676593065261841,4.06254243850708,17.53797237506014,26.391403865570354,0.44609884421030677,50,4,49,122,132
-1.425349680582682,-0.3568790753682454,-0.1784395376841227,2.4120163917541504,17.168975059546014,25.843617595209675,0.3990029361353338,51,4,48,122,133
-1.425349680582682,-0.3568790753682454,-0.08921976884206136,2.983680248260498,17.1758967085416,27.93077947674859,0.36786253082901044,52,4,48,122,134
-1.425349680582682,-0.3568790753682454,0.0,3.923611640930176,17.82948222338041,27.225524372148655,0.3568790753682454,53,4,48,122,135
-1.4801708221435543,-0.3568790753682454,0.08921976884206136,2.3449532985687256,17.62486236465037,26.47242892370792,0.36786253082901044,54,4,47,122,136
-1.4801708221435543,-0.3568790753682454,0.1784395376841227,2.7726972103118896,16.849730589038067,26.960495832952333,0.3990029361353338,55,4,47,122,137
-1.4801708221435543,-0.3568790753682454,0.2676593065261841,3.1450753211975098,15.415714066857337,23.492846380649,0.44609884421030677,56,4,47,122,138
-1.4801708221435543,-0.3568790753682454,0.3568790753682454,3.461897850036621,16.811464792231952,25.348102013116296,0.5047032285129427,57,4,47,122,139
-1.4801708221435543,-0.2676593065261841,0.3568790753682454,3.96740984916687,19.53956668910925,34.6262254184642,0.44609884421030677,58,4,47,123,139
-1.4801708221435543,-0.1784395376841227,0.3568790753682454,3.5202555656433105,17.19587340968608,24.97003010427902,0.3990029361353338,59,4,47,124,139
-1.4801708221435543,-0.08921976884206136,0.3568790753682454,3.4543099403381348,16.47895632127146,24.068830264184584,0.36786253082901044,60,4,47,125,139
-1.5349919637044267,0.0,0.3568790753682454,2.086031913757324,18.00807223257327,26.399668980256067,0.3568790753682454,61,4,46,126,139
-1.4801708221435543,0.08921976884206136,0.3568790753682454,3.8464226722717285,18.689081651064768,31.68478595399122,0.36786253082901044,62,4,47,127,139
-1.4801708221435543,0.1784395376841227,0.3568790753682454,3.7524521350860596,16.366887975343722,23.010219839407895,0.3990029361353338,63,4,47,128,139
-1.4801708221435543,0.2676593065261841,0.3568790753682454,3.5992515087127686,16.637654130770294,26.705938278996,0.44609884421030677,64,4,47,129,139
-1.4801708221435543,0.3568790753682454,0.3568790753682454,3.989628314971924,16.609504484518705,26.936792941582233,0.5047032285129427,65,4,47,130,139
-1.4801708221435543,0.3568790753682454,0.2676593065261841,2.93996524810791,17.31591172475781,28.434053223732604,0.44609884421030677,66,4,47,130,138
-1.4801708221435543,0.3568790753682454,0.1784395376841227,2.483879327774048,16.376008943577908,26.683935938909936,0.3990029361353338,67,4,47,130,137
-1.4801708221435543,0.3568790753682454,0.08921976884206136,1.768330454826355,16.827715037543985,27.276152895520575,0.36786253082901044,68,4,47,130,136
-1.425349680582682,0.3568790753682454,0.0,3.6713757514953613,18.227237499577292,31.102716428838853,0.3568790753682454,69,4,48,130,135
-1.425349680582682,0.3568790753682454,-0.08921976884206136,3.0584352016448975,18.2129444529781,28.985914074940275,0.36786253082901044,70,4,48,130,134
-1.425349680582682,0.3568790753682454,-0.1784395376841227,2.421276330947876,16.804902483318408,21.27166747414589,0.3990029361353338,71,4,48,130,133
-1.3705285390218096,0.3568790753682454,-0.2676593065261841,3.4362025260925293,16.03620395017372,23.174712329747365,0.44609884421030677,72,4,49,130,132
-1.3705285390218096,0.3568790753682454,-0.3568790753682454,3.2507224082946777,17.18827444527892,26.69107932896086,0.5047032285129427,73,4,49,130,131
-1.3705285390218096,0.2676593065261841,-0.3568790753682454,2.868786096572876,16.603153901622896,29.431728121480255,0.44609884421030677,74,4,49,129,131
-1.3705285390218096,0.1784395376841227,-0.3568790753682454,3.7813684940338135,16.945791043056246,28.18649560466273,0.3990029361353338,75,4,49,128,131
-1.3705285390218096,0.08921976884206136,-0.3568790753682454,3.7671284675598145,18.83342853477933,33.6043117365761,0.36786253082901044,76,4,49,127,131
-1.3705285390218096,0.0,-0.3568790753682454,3.4744739532470703,17.98611590795999,29.015000462394525,0.3568790753682454,77,4,49,126,131
-1.3705285390218096,-0.08921976884206136,-0.3568790753682454,3.324100971221924,17.13768039799841,23.370274996811943,0.36786253082901044,78,4,49,125,131
-1.3705285390218096,-0.1784395376841227,-0.3568790753682454,3.353647470474243,16.66839834655432,23.941555413599744,0.3990029361353338,79,4,49,124,131
-1.3705285390218096,-0.2676593065261841,-0.3568790753682454,3.4655227661132812,15.319393816778458,22.37694436488106,0.44609884421030677,80,4,49,123,131
-1.3157073974609372,-0.44609884421030677,-0.44609884421030677,4.749850273132324,18.19168890433202,26.229492757737834,0.6308790356411783,81,5,50,121,130
-1.3705285390218096,-0.44609884421030677,-0.3568790753682454,3.0141353607177734,18.00945111416638,32.38504874910394,0.5712852643307591,82,5,49,121,131
-1.3705285390218096,-0.44609884421030677,-0.2676593065261841,3.7185561656951904,15.787093286727067,23.740662127882366,0.5202361801872774,83,5,49,121,132
-1.425349680582682,-0.44609884421030677,-0.1784395376841227,2.085991859436035,16.55336212604117,27.565822158529883,0.48046315926894434,84,5,48,121,133
-1.425349680582682,-0.44609884421030677,-0.08921976884206136,2.4586124420166016,19.91846905617131,30.22766451499202,0.45493334232390836,85,5,48,121,134
-1.425349680582682,-0.44609884421030677,0.0,3.6087636947631836,16.6608541533847,26.97519838851293,0.44609884421030677,86,5,48,121,135
-1.425349680582682,-0.44609884421030677,0.08921976884206136,3.8123936653137207,16.241458303072363,22.62652234059801,0.45493334232390836,87,5,48,121,136
-1.4801708221435543,-0.44609884421030677,0.1784395376841227,2.360344171524048,16.628748784394997,25.657252347691202,0.48046315926894434,88,5,47,121,137
-1.4801708221435543,-0.44609884421030677,0.2676593065261841,2.876894950866699,16.362403925688803,23.010016999775438,0.5202361801872774,89,5,47,121,138
-1.4801708221435543,-0.44609884421030677,0.3568790753682454,3.624833106994629,16.634603634705357,26.67565434538174,0.5712852643307591,90,5,47,121,139
-1.4801708221435543,-0.44609884421030677,0.44609884421030677,3.799386978149414,18.58528713512861,27.469147076924624,0.6308790356411783,91,5,47,121,140
-1.5349919637044267,-0.3568790753682454,0.44609884421030677,1.7076504230499268,17.154987812026278,27.434300686586884,0.5712852643307591,92,5,46,122,140
-1.5349919637044267,-0.2676593065261841,0.44609884421030677,2.609966278076172,17.72902933464411,27.678957853772737,0.5202361801872774,93,5,46,123,140
-1.5349919637044267,-0.1784395376841227,0.44609884421030677,2.535799026489258,16.886505288019638,23.878559416481117,0.48046315926894434,94,5,46,124,140
-1.5349919637044267,-0.08921976884206136,0.44609884421030677,2.1095683574676514,15.121671310334541,25.724795821569145,0.45493334232390836,95,5,46,125,140
-1.5349919637044267,0.0,0.44609884421030677,2.103219747543335,17.676761505725167,28.92448651660965,0.44609884421030677,96,5,46,126,140
-1.5349919637044267,0.08921976884206136,0.44609884421030677,2.6546759605407715,18.851568099525476,29.700424695462235,0.45493334232390836,97,5,46,127,140
-1.5349919637044267,0.1784395376841227,0.44609884421030677,2.367265224456787,17.476844321586135,28.052556304240827,0.48046315926894434,98,5,46,128,140
-1.5349919637044267,0.2676593065261841,0.44609884421030677,2.669785261154175,16.419534789128864,27.45076559944667,0.5202361801872774,99,5,46,129,140
-1.5349919637044267,0.3568790753682454,0.44609884421030677,2.0910327434539795,16.919021269301354,28.659237607729402,0.5712852643307591,100,5,46,130,140
-1.4801708221435543,0.44609884421030677,0.44609884421030677,3.8661842346191406,17.490091907614982,27.42930330647726,0.6308790356411783,101,5,47,131,140
-1.4801708221435543,0.44609884421030677,0.3568790753682454,3.334308624267578,15.475957114450114,21.07172865865441,0.5712852643307591,102,5,47,131,139
-1.4801708221435543,0.44609884421030677,0.2676593065261841,3.0944695472717285,17.687827031012574,31.1190081310105,0.5202361801872774,103,5,47,131,138
-1.425349680582682,0.44609884421030677,0.1784395376841227,4.2173027992248535,16.224331616987403,22.53856257435746,0.48046315926894434,104,5,48,131,137
-1.425349680582682,0.44609884421030677,0.08921976884206136,3.6194403171539307,14.799393111689934,15.724522075258978,0.45493334232390836,105,5,48,131,136
-1.425349680582682,0.44609884421030677,0.0,3.2245991230010986,17.64540460496361,27.132330252266755,0.44609884421030677,106,5,48,131,135
-1.425349680582682,0.44609884421030677,-0.08921976884206136,3.1063270568847656,17.81653412435943,31.897214334477503,0.45493334232390836,107,5,48,131,134
-1.425349680582682,0.44609884421030677,-0.1784395376841227,2.1870696544647217,17.24050652970694,24.561690579263196,0.48046315926894434,108,5,48,131,133
-1.3705285390218096,0.44609884421030677,-0.2676593065261841,3.2264251708984375,15.697710083420223,23.545280630725465,0.5202361801872774,109,5,49,131,132
-1.3705285390218096,0.44609884421030677,-0.3568790753682454,2.7906227111816406,17.731628929986677,25.786041242137586,0.5712852643307591,110,5,49,131,131
-1.3157073974609372,0.44609884421030677,-0.44609884421030677,3.4939627647399902,18.380055391038418,27.158152205303907,0.6308790356411783,111,5,50,131,130
-1.3705285390218096,0.3568790753682454,-0.44609884421030677,2.702061176300049,16.40957396095186,20.518348965348604,0.5712852643307591,112,5,49,130,130
-1.3705285390218096,0.2676593065261841,-0.44609884421030677,2.184821367263794,18.96127656298342,28.50208201950101,0.5202361801872774,113,5,49,129,130
-1.3705285390218096,0.1784395376841227,-0.44609884421030677,2.8740720748901367,17.4400322830569,25.778359022253305,0.48046315926894434,114,5,49,128,130
-1.3705285390218096,0.08921976884206136,-0.44609884421030677,2.3221867084503174,18.69116834357068,32.874954354587246,0.45493334232390836,115,5,49,127,130
-1.3705285390218096,0.0,-0.44609884421030677,2.7599639892578125,18.056967762437466,27.539861075106163,0.44609884421030677,116,5,49,126,130
-1.3705285390218096,-0.08921976884206136,-0.44609884421030677,3.028644323348999,15.86874512830673,23.8954597422955,0.45493334232390836,117,5,49,125,130
-1.3705285390218096,-0.1784395376841227,-0.44609884421030677,2.4173498153686523,16.841091395350425,25.90391842898942,0.48046315926894434,118,5,49,124,130
-1.3705285390218096,-0.2676593065261841,-0.44609884421030677,2.532050848007202,17.13125290515894,28.79236271531513,0.5202361801872774,119,5,49,123,130
-1.3705285390218096,-0.3568790753682454,-0.44609884421030677,2.4750022888183594,17.380688585686023,29.164078325045615,0.5712852643307591,120,5,49,122,130
-1.3157073974609372,-0.5353186130523682,-0.5353186130523682,3.39426589012146,17.350028243521557,27.206013260712268,0.757054842769414,121,6,50,120,129
-1.3705285390218096,-0.5353186130523682,-0.44609884421030677,1.7916512489318848,17.905856230907435,27.443571616844864,0.6968286706831763,122,6,49,120,130
-1.3705285390218096,-0.5353186130523682,-0.3568790753682454,2.494389295578003,18.022643599392012,29.604610263682428,0.6433729026901932,123,6,49,120,131
-1.3705285390218096,-0.5353186130523682,-0.2676593065261841,3.168498992919922,19.310745934720963,32.2727038719082,0.5985044042030007,124,6,49,120,132
-1.425349680582682,-0.5353186130523682,-0.1784395376841227,2.0374250411987305,16.178137970725523,24.33622832460421,0.5642753637092749,125,6,48,120,133
-1.425349680582682,-0.5353186130523682,-0.08921976884206136,2.6209559440612793,15.218928890699846,25.388362750143823,0.5427026668743594,126,6,48,120,134
-1.425349680582682,-0.5353186130523682,0.0,2.994799852371216,16.356321436217165,21.62719249228344,0.5353186130523682,127,6,48,120,135
-1.425349680582682,-0.5353186130523682,0.08921976884206136,3.5580410957336426,18.476403221013495,29.510999750072404,0.5427026668743594,128,6,48,120,136
-1.4801708221435543,-0.5353186130523682,0.1784395376841227,2.032768726348877,16.914688103573,26.150798588222372,0.5642753637092749,129,6,47,120,137
-1.4801708221435543,-0.5353186130523682,0.2676593065261841,2.651576280593872,16.7749033350874,26.752692082800024,0.5985044042030007,130,6,47,120,138
-1.4801708221435543,-0.5353186130523682,0.3568790753682454,3.202601432800293,16.985182361842618,29.396325011753113,0.6433729026901932,131,6,47,120,139
-1.4801708221435543,-0.5353186130523682,0.44609884421030677,3.5952956676483154,16.886083942896093,26.057302860479712,0.6968286706831763,132,6,47,120,140
-1.4801708221435543,-0.5353186130523682,0.5353186130523682,3.8533010482788086,18.20821231655593,26.849840634535287,0.757054842769414,133,6,47,120,141
-1.5349919637044267,-0.44609884421030677,0.5353186130523682,2.0247349739074707,17.195800482225295,26.33590746188511,0.6968286706831763,134,6,46,121,141
-1.5349919637044267,-0.3568790753682454,0.5353186130523682,2.5577733516693115,17.348848066758563,27.56430283241412,0.6433729026901932,135,6,46,122,141
-1.5349919637044267,-0.2676593065261841,0.5353186130523682,2.4878242015838623,16.081748927634287,24.344358251392535,0.5985044042030007,136,6,46,123,141
-1.5349919637044267,-0.1784395376841227,0.5353186130523682,2.5669984817504883,16.073711467348062,22.729657101802268,0.5642753637092749,137,6,46,124,141
-1.5349919637044267,-0.08921976884206136,0.5353186130523682,2.5151777267456055,17.861610853586015,28.470983122680206,0.5427026668743594,138,6,46,125,141
-1.5349919637044267,0.0,0.5353186130523682,2.7682085037231445,18.77368347937167,30.300057638827155,0.5353186130523682,139,6,46,126,141
-1.5349919637044267,0.08921976884206136,0.5353186130523682,2.8615076541900635,16.87913292278652,25.765789198197147,0.5427026668743594,140,6,46,127,141
-1.5349919637044267,0.1784395376841227,0.5353186130523682,2.9395291805267334,17.737369396362475,27.64175859983238,0.5642753637092749,141,6,46,128,141
-1.5349919637044267,0.2676593065261841,0.5353186130523682,2.728719711303711,16.311878642814072,24.05003085281014,0.5985044042030007,142,6,46,129,141
-1.5349919637044267,0.3568790753682454,0.5353186130523682,2.599027156829834,16.73548721090185,27.074281128385177,0.6433729026901932,143,6,46,130,141
-1.5349919637044267,0.44609884421030677,0.5353186130523682,2.3298778533935547,16.234356689597885,24.627125567389797,0.6968286706831763,144,6,46,131,141
-1.4801708221435543,0.5353186130523682,0.5353186130523682,4.137596130371094,15.122181716956971,21.831974026441657,0.757054842769414,145,6,47,132,141
-1.4801708221435543,0.5353186130523682,0.44609884421030677,3.68435001373291,15.98084392299008,24.1449535302013,0.6968286706831763,146,6,47,132,140
-1.4801708221435543,0.5353186130523682,0.3568790753682454,3.2323262691497803,16.705804238691698,21.49305063944118,0.6433729026901932,147,6,47,132,139
-1.4801708221435543,0.5353186130523682,0.2676593065261841,2.911090850830078,17.247248892589184,28.42243953949155,0.5985044042030007,148,6,47,132,138
-1.425349680582682,0.5353186130523682,0.1784395376841227,4.189387798309326,17.740958713570258,27.487820277060596,0.5642753637092749,149,6,48,132,137
-1.425349680582682,0.5353186130523682,0.08921976884206136,3.6202664375305176,16.546523087976592,26.785821131324475,0.5427026668743594,150,6,48,132,136
-1.425349680582682,0.5353186130523682,0.0,3.443843126296997,17.733868278069288,31.79877990693516,0.5353186130523682,151,6,48,132,135
-1.425349680582682,0.5353186130523682,-0.08921976884206136,2.754002571105957,19.05216721414063,29.85627054302779,0.5427026668743594,152,6,48,132,134
-1.3705285390218096,0.5353186130523682,-0.1784395376841227,3.845149278640747,18.018824970572865,29.616416622715562,0.5642753637092749,153,6,49,132,133
-1.3705285390218096,0.5353186130523682,-0.2676593065261841,3.096503257751465,19.239926208555374,31.991976623573848,0.5985044042030007,154,6,49,132,132
-1.3705285390218096,0.5353186130523682,-0.3568790753682454,2.318248987197876,17.688315160622626,25.30188133290909,0.6433729026901932,155,6,49,132,131
-1.3157073974609372,0.5353186130523682,-0.44609884421030677,3.611429214477539,16.26662666073571,24.366445243088545,0.6968286706831763,156,6,50,132,130
-1.3157073974609372,0.5353186130523682,-0.5353186130523682,2.9363863468170166,17.720196655603083,26.97911084626071,0.757054842769414,157,6,50,132,129
-1.3157073974609372,0.44609884421030677,-0.5353186130523682,3.3620541095733643,16.471256955863133,27.11458466571633,0.6968286706831763,158,6,50,131,129
-1.3157073974609372,0.3568790753682454,-0.5353186130523682,2.719839334487915,18.656388177467747,30.20938047347062,0.6433729026901932,159,6,50,130,129
-1.3157073974609372,0.2676593065261841,-0.5353186130523682,3.5725767612457275,16.886482674948258,23.8244621227577,0.5985044042030007,160,6,50,129,129
-1.3157073974609372,0.1784395376841227,-0.5353186130523682,3.81813645362854,18.783289410817133,25.44739605261381,0.5642753637092749,161,6,50,128,129
-1.3157073974609372,0.08921976884206136,-0.5353186130523682,3.8157403469085693,18.94282514208583,31.605017436452577,0.5427026668743594,162,6,50,127,129
-1.3157073974609372,0.0,-0.5353186130523682,4.0572404861450195,17.71669653700083,29.4742493529219,0.5353186130523682,163,6,50,126,129
-1.3157073974609372,-0.08921976884206136,-0.5353186130523682,3.7095766067504883,16.097533460753375,19.87084672273644,0.5427026668743594,164,6,50,125,129
-1.3157073974609372,-0.1784395376841227,-0.5353186130523682,3.932281494140625,15.467634791545564,23.488571584354137,0.5642753637092749,165,6,50,124,129
-1.3157073974609372,-0.2676593065261841,-0.5353186130523682,3.7107059955596924,16.09488400249596,20.989257272007553,0.5985044042030007,166,6,50,123,129
-1.3157073974609372,-0.3568790753682454,-0.5353186130523682,3.8833701610565186,17.70475535961274,25.763030052810176,0.6433729026901932,167,6,50,122,129
-1.3157073974609372,-0.44609884421030677,-0.5353186130523682,3.1797540187835693,19.639846754363298,34.54748886368508,0.6968286706831763,168,6,50,121,129
-1.3157073974609372,-0.6245383818944295,-0.6245383818944295,2.465916395187378,18.780645884507216,25.171577646935162,0.8832306498976495,169,7,50,119,128
-1.3157073974609372,-0.6245383818944295,-0.5353186130523682,2.679748058319092,18.726541541965748,32.29064371866323,0.8225656253087794,170,7,50,119,129
-1.3157073974609372,-0.6245383818944295,-0.44609884421030677,4.032060623168945,18.001216857035732,25.8989003372307,0.7674974718297668,171,7,50,119,130
-1.3705285390218096,-0.6245383818944295,-0.3568790753682454,2.2132203578948975,17.135487902135687,27.632309682223873,0.7193127726483146,172,7,49,119,131
-1.3705285390218096,-0.6245383818944295,-0.2676593065261841,3.1268739700317383,17.792074234367682,29.05548249200438,0.6794775160587655,173,7,49,119,132
-1.3705285390218096,-0.6245383818944295,-0.1784395376841227,3.8160462379455566,18.520552267551313,27.712200147318995,0.6495297214664127,174,7,49,119,133
-1.425349680582682,-0.6245383818944295,-0.08921976884206136,2.6485562324523926,16.069386455956995,20.441215591884436,0.6308790356411783,175,7,48,119,134
-1.425349680582682,-0.6245383818944295,0.0,2.813058376312256,17.156809290499073,25.502450445856265,0.6245383818944295,176,7,48,119,135
-1.425349680582682,-0.6245383818944295,0.08921976884206136,3.5258684158325195,18.08128850326637,28.486715867057047,0.6308790356411783,177,7,48,119,136
-1.4801708221435543,-0.6245383818944295,0.1784395376841227,1.9613369703292847,16.936484095767007,25.96397625310678,0.6495297214664127,178,7,47,119,137
-1.4801708221435543,-0.6245383818944295,0.2676593065261841,2.4909892082214355,16.725167787771923,26.209048123899407,0.6794775160587655,179,7,47,119,138
-1.4801708221435543,-0.6245383818944295,0.3568790753682454,2.8698160648345947,16.36171117209699,28.51841709506335,0.7193127726483146,180,7,47,119,139
-1.4801708221435543,-0.6245383818944295,0.44609884421030677,3.1520602703094482,17.03032530626257,30.911952878649128,0.7674974718297668,181,7,47,119,140
-1.4801708221435543,-0.6245383818944295,0.5353186130523682,3.8503193855285645,18.192963924698745,31.323960227146042,0.8225656253087794,182,7,47,119,141
-1.4801708221435543,-0.6245383818944295,0.6245383818944295,3.298515558242798,17.69572864046269,26.344993551467496,0.8832306498976495,183,7,47,119,142
-1.5349919637044267,-0.5353186130523682,0.6245383818944295,2.465381383895874,15.275200888903365,23.041400889937947,0.8225656253087794,184,7,46,120,142
-1.5349919637044267,-0.44609884421030677,0.6245383818944295,2.5161283016204834,16.80660528899918,22.876081397399105,0.7674974718297668,185,7,46,121,142
-1.5349919637044267,-0.3568790753682454,0.6245383818944295,2.9447333812713623,16.073610971773384,23.22963805858887,0.7193127726483146,186,7,46,122,142
-1.5349919637044267,-0.2676593065261841,0.6245383818944295,2.8051917552948,16.502546139895426,25.412806420469046,0.6794775160587655,187,7,46,123,142
-1.5349919637044267,-0.1784395376841227,0.6245383818944295,3.0705339908599854,14.349390589476485,21.51367068086587,0.6495297214664127,188,7,46,124,142
-1.5349919637044267,-0.08921976884206136,0.6245383818944295,3.0895445346832275,17.153738861088677,26.545071262753442,0.6308790356411783,189,7,46,125,142
-1.5349919637044267,0.0,0.6245383818944295,2.976553440093994,16.05981248637896,24.807119174879897,0.6245383818944295,190,7,46,126,142
-1.5349919637044267,0.08921976884206136,0.6245383818944295,3.002422332763672,17.19024839188743,28.10163839754389,0.6308790356411783,191,7,46,127,142
-1.5349919637044267,0.1784395376841227,0.6245383818944295,2.818794012069702,15.80542177779567,23.61186704515852,0.6495297214664127,192,7,46,128,142
-1.5349919637044267,0.2676593065261841,0.6245383818944295,2.9560983180999756,15.319645848713963,22.19885127689288,0.6794775160587655,193,7,46,129,142
