"Time_Iter","Outer_Iter","Inner_Iter",    "rms[Rho]"    ,    "rms[RhoU]"   ,    "rms[RhoV]"   ,    "rms[RhoW]"   ,    "rms[RhoE]"   ,     "rms[nu]"    
          0,           0,           0,      -4.866073861,      -5.014680733,      -5.440684737,      -5.061023499,      -5.099431822,      -7.637108313
          0,           0,           1,      -4.866117147,      -5.014735361,      -5.440718108,      -5.061075355,       -5.09950123,      -7.637051802
          0,           0,           2,       -4.86618668,      -5.014825034,      -5.440769621,      -5.061159549,      -5.099613378,      -7.637074156
          0,           0,           3,       -4.86626227,       -5.01492337,      -5.440824534,      -5.061251494,      -5.099735659,      -7.637098859
          0,           0,           4,      -4.866344349,      -5.015031157,      -5.440882839,      -5.061351822,      -5.099868872,      -7.637126168
          0,           0,           5,      -4.866433339,      -5.015149252,      -5.440944477,       -5.06146119,      -5.100013848,      -7.637156372
          0,           0,           6,      -4.866529703,      -5.015278574,      -5.441009293,      -5.061580345,       -5.10017148,      -7.637189799
          0,           0,           7,      -4.866633851,      -5.015420128,      -5.441077047,      -5.061709984,      -5.100342657,      -7.637226818
          0,           0,           8,      -4.866746216,      -5.015574959,      -5.441147448,      -5.061850881,       -5.10052832,      -7.637267845
          0,           0,           9,        -4.8668672,       -5.01574416,      -5.441219971,      -5.062003828,      -5.100729412,      -7.637313349
          0,           0,          10,       -4.86699719,      -5.015928935,      -5.441294043,      -5.062169637,      -5.100946907,      -7.637363862
          0,           0,          11,      -4.867136546,      -5.016130536,      -5.441368945,      -5.062349148,       -5.10118179,      -7.637419993
          0,           0,          12,       -4.86728545,      -5.016350186,      -5.441443603,      -5.062543101,      -5.101434921,      -7.637482435
          0,           0,          13,      -4.867444021,      -5.016589288,      -5.441516592,      -5.062752216,      -5.101707155,      -7.637551979
          0,           0,          14,      -4.867612132,      -5.016849138,      -5.441586181,      -5.062977087,      -5.101999151,      -7.637629526
          0,           0,          15,      -4.867789492,      -5.017130982,       -5.44165056,      -5.063218186,      -5.102311437,       -7.63771612
          0,           0,          16,      -4.867975557,      -5.017435948,      -5.441707137,      -5.063475885,      -5.102644329,      -7.637812974
          0,           0,          17,      -4.868169453,      -5.017765078,      -5.441752549,      -5.063750442,      -5.102997845,       -7.63792151
          0,           0,          18,      -4.868369846,      -5.018119239,       -5.44178377,      -5.064041419,      -5.103371571,      -7.638043343
          0,           0,          19,       -4.86857486,      -5.018498942,      -5.441796743,      -5.064347974,      -5.103764531,       -7.63818038
          0,           0,          20,      -4.868781575,      -5.018904116,      -5.441786096,      -5.064668616,        -5.1041748,       -7.63833486
          0,           0,          21,      -4.868986617,      -5.019334315,       -5.44174617,      -5.065001364,      -5.104599969,      -7.638509374
          0,           0,          22,      -4.869184546,      -5.019787468,      -5.441669564,       -5.06534252,      -5.105035519,      -7.638707008
          0,           0,          23,      -4.869369238,       -5.02026101,      -5.441548982,      -5.065687663,      -5.105476106,       -7.63893122
          0,           0,          24,      -4.869532344,      -5.020750458,      -5.441376356,      -5.066030342,      -5.105914171,      -7.639186118
          0,           0,          25,      -4.869662303,      -5.021249176,      -5.441141442,      -5.066361035,      -5.106338786,        -7.6394767
          0,           0,          26,      -4.869745605,      -5.021747896,      -5.440832577,      -5.066668284,      -5.106736517,      -7.639974772
          0,           0,          27,      -4.869798112,      -5.022221758,      -5.440514796,      -5.066949249,      -5.107110148,      -7.640520664
          0,           0,          28,      -4.869824985,      -5.022667252,      -5.440203404,      -5.067205072,      -5.107462307,      -7.641076098
          0,           0,          29,      -4.869826289,      -5.023084583,       -5.43989758,      -5.067435802,      -5.107793127,      -7.641641108
          0,           0,          30,      -4.869801941,       -5.02347428,      -5.439596299,      -5.067641806,      -5.108102844,        -7.6422158
          0,           0,          31,      -4.869752433,      -5.023836376,      -5.439299946,      -5.067823359,      -5.108391925,       -7.64280032
          0,           0,          32,      -4.869678417,       -5.02417159,      -5.439008403,      -5.067981201,      -5.108661119,      -7.643394672
          0,           0,          33,      -4.869580596,      -5.024480325,      -5.438721702,      -5.068115648,      -5.108910953,       -7.64399884
          0,           0,          34,      -4.869459013,      -5.024762778,      -5.438438786,      -5.068227181,      -5.109141695,      -7.644612871
          0,           0,          35,      -4.869313424,      -5.025019453,      -5.438159157,      -5.068315601,       -5.10935329,      -7.645236779
          0,           0,          36,      -4.869145034,      -5.025250949,      -5.437883072,      -5.068382177,      -5.109546858,      -7.645870561
          0,           0,          37,      -4.868954839,      -5.025457856,       -5.43760987,      -5.068427916,      -5.109723338,      -7.646514253
          0,           0,          38,      -4.868743095,       -5.02564054,      -5.437340122,      -5.068452973,      -5.109883068,      -7.647167808
          0,           0,          39,      -4.868510507,      -5.025800113,      -5.437072483,      -5.068458192,      -5.110026946,      -7.647831163
          0,           0,          40,      -4.868256843,      -5.025936675,      -5.436806212,      -5.068443325,      -5.110154729,      -7.648504294
          0,           0,          41,      -4.867984188,      -5.026050902,      -5.436543276,      -5.068410005,      -5.110268181,      -7.649187137
          0,           0,          42,      -4.867692926,      -5.026143354,      -5.436283203,      -5.068358532,      -5.110367624,      -7.649879633
          0,           0,          43,      -4.867382557,      -5.026213705,      -5.436024597,      -5.068288472,      -5.110452606,        -7.6505817
          0,           0,          44,      -4.867054602,      -5.026262888,      -5.435767945,      -5.068201533,      -5.110524507,      -7.651293277
          0,           0,          45,      -4.866709758,      -5.026291713,      -5.435513013,      -5.068098344,      -5.110583959,      -7.652014254
          0,           0,          46,      -4.866348461,       -5.02630082,      -5.435259444,      -5.067979306,      -5.110631439,      -7.652744496
          0,           0,          47,      -4.865970495,      -5.026290533,      -5.435006189,      -5.067844348,      -5.110666849,      -7.653483886
          0,           0,          48,      -4.865576071,      -5.026260318,      -5.434753607,      -5.067693887,      -5.110690469,      -7.654232311
          0,           0,          49,        -4.8651667,       -5.02621154,      -5.434502125,      -5.067528954,      -5.110703346,      -7.654989595
          0,           0,          50,      -4.864742875,       -5.02614414,      -5.434251296,      -5.067350095,      -5.110705802,      -7.655755675
          0,           0,          51,      -4.864304414,      -5.026058419,      -5.434000327,      -5.067157284,      -5.110697686,      -7.656530509
          0,           0,          52,       -4.86385228,      -5.025955568,      -5.433749816,      -5.066950968,      -5.110679865,      -7.657314044
          0,           0,          53,      -4.863386645,      -5.025835568,      -5.433499469,      -5.066731545,      -5.110652367,      -7.658106215
          0,           0,          54,      -4.862907276,      -5.025698217,      -5.433248146,      -5.066498849,      -5.110614888,      -7.658906876
          0,           0,          55,      -4.862414522,      -5.025543774,      -5.432996075,      -5.066253029,      -5.110567678,      -7.659715816
          0,           0,          56,      -4.861909614,      -5.025372819,      -5.432745105,       -5.06599488,      -5.110511659,      -7.660533001
          0,           0,          57,      -4.861392335,      -5.025185237,      -5.432494498,      -5.065724441,      -5.110446483,      -7.661358347
          0,           0,          58,      -4.860862948,      -5.024981031,      -5.432243894,      -5.065441901,      -5.110372215,      -7.662191786
          0,           0,          59,      -4.860322545,      -5.024760587,      -5.431994377,      -5.065147829,      -5.110289597,      -7.663033255
          0,           0,          60,      -4.859772027,      -5.024525377,      -5.431747101,      -5.064843337,      -5.110200048,      -7.663882693
          0,           0,          61,      -4.859210306,      -5.024274626,      -5.431500406,      -5.064527387,      -5.110102194,      -7.664739963
          0,           0,          62,      -4.858637658,      -5.024008013,      -5.431253528,      -5.064200051,      -5.109995698,      -7.665605065
          0,           0,          63,      -4.858054037,      -5.023725894,      -5.431007509,      -5.063861053,      -5.109880526,      -7.666493359
          0,           0,          64,      -4.857460328,      -5.023428594,      -5.430762268,      -5.063511313,      -5.109757342,      -7.667394851
          0,           0,          65,      -4.856856252,      -5.023115945,      -5.430517093,      -5.063150141,      -5.109625629,      -7.668302656
          0,           0,          66,      -4.856241619,      -5.022787837,      -5.430270909,      -5.062777546,      -5.109485104,      -7.669216806
          0,           0,          67,      -4.855617085,      -5.022444449,      -5.430024568,      -5.062394264,      -5.109336154,      -7.670137406
          0,           0,          68,      -4.854982974,      -5.022085805,      -5.429777917,      -5.062000486,      -5.109178838,       -7.67106447
          0,           0,          69,      -4.854339558,      -5.021712425,       -5.42953122,      -5.061596512,      -5.109013381,      -7.671998062
          0,           0,          70,      -4.853686771,      -5.021324542,      -5.429283915,      -5.061182114,      -5.108839596,        -7.6729382
          0,           0,          71,      -4.853024272,      -5.020921793,      -5.429035756,       -5.06075708,      -5.108657053,      -7.673884817
          0,           0,          72,      -4.852352396,      -5.020504275,      -5.428787123,      -5.060321589,      -5.108465827,      -7.674837936
          0,           0,          73,      -4.851669687,      -5.020071096,      -5.428536192,      -5.059874497,      -5.108264494,      -7.675797594
          0,           0,          74,      -4.850976923,      -5.019623032,      -5.428284093,      -5.059416076,      -5.108053676,      -7.676763794
          0,           0,          75,      -4.850274534,      -5.019160425,       -5.42803123,       -5.05894686,      -5.107833693,      -7.677736496
          0,           0,          76,      -4.849561822,      -5.018682992,      -5.427776713,      -5.058466277,      -5.107603796,       -7.67871575
          0,           0,          77,      -4.848839407,      -5.018191229,      -5.427522034,       -5.05797438,      -5.107364494,       -7.67970162
          0,           0,          78,        -4.8481083,      -5.017685292,       -5.42726806,      -5.057472075,      -5.107116476,      -7.680694134
          0,           0,          79,      -4.847368294,      -5.017165381,      -5.427013524,       -5.05695964,      -5.106859545,      -7.681693218
          0,           0,          80,      -4.846619131,      -5.016631288,      -5.426758523,       -5.05643655,      -5.106593279,      -7.682698903
          0,           0,          81,      -4.845860488,      -5.016082763,      -5.426502986,      -5.055902392,      -5.106317204,      -7.683711242
          0,           0,          82,      -4.845092886,      -5.015520137,      -5.426246923,        -5.0553576,      -5.106031698,      -7.684730246
          0,           0,          83,       -4.84431546,      -5.014943199,      -5.425989108,       -5.05480158,      -5.105736054,      -7.685755917
          0,           0,          84,      -4.843528432,      -5.014352601,      -5.425729819,      -5.054234278,      -5.105430262,      -7.686788193
          0,           0,          85,      -4.842732045,      -5.013748063,      -5.425470044,      -5.053655837,      -5.105114392,      -7.687826993
          0,           0,          86,      -4.841926918,      -5.013129901,      -5.425209774,      -5.053066852,      -5.104788871,      -7.688872329
          0,           0,          87,      -4.841112722,      -5.012498226,      -5.424948457,      -5.052466981,       -5.10445333,      -7.689924204
          0,           0,          88,      -4.840288918,       -5.01185228,      -5.424684448,      -5.051855972,      -5.104107017,      -7.690982928
          0,           0,          89,      -4.839456837,      -5.011192693,      -5.424420844,       -5.05123464,      -5.103751087,      -7.692048233
          0,           0,          90,      -4.838616694,      -5.010519777,      -5.424157509,      -5.050603036,       -5.10338551,      -7.693119862
          0,           0,          91,      -4.837769102,      -5.009834092,      -5.423894165,      -5.049961722,      -5.103010787,      -7.694197022
          0,           0,          92,      -4.836914034,       -5.00913594,      -5.423630421,      -5.049310714,      -5.102626786,      -7.695280585
          0,           0,          93,      -4.836050838,      -5.008424739,      -5.423365841,      -5.048649475,      -5.102232663,      -7.696370482
          0,           0,          94,      -4.835180255,      -5.007701222,      -5.423101502,      -5.047978465,      -5.101829098,      -7.697466628
          0,           0,          95,      -4.834302076,      -5.006965306,      -5.422836176,      -5.047297501,      -5.101415728,      -7.698569019
          0,           0,          96,      -4.833416852,      -5.006217273,      -5.422570842,      -5.046607206,      -5.100992941,      -7.699677589
          0,           0,          97,      -4.832524917,      -5.005457715,      -5.422305826,      -5.045907803,      -5.100561057,      -7.700792281
          0,           0,          98,      -4.831626971,      -5.004686439,      -5.422042664,      -5.045199907,      -5.100120576,      -7.701913059
          0,           0,          99,      -4.830722541,      -5.003903683,      -5.421780552,      -5.044483049,       -5.09967093,      -7.703039832
          0,           0,         100,       -4.82981184,      -5.003109919,      -5.421518419,      -5.043757429,       -5.09921223,      -7.704172533
          0,           0,         101,      -4.828895705,      -5.002305443,      -5.421257369,      -5.043023727,      -5.098745134,      -7.705311106
          0,           0,         102,       -4.82797366,      -5.001489815,       -5.42099711,      -5.042281474,       -5.09826895,      -7.706455541
          0,           0,         103,       -4.82704543,      -5.000663447,      -5.420736783,      -5.041530457,      -5.097783388,      -7.707605726
          0,           0,         104,      -4.826111466,      -4.999826694,      -5.420477433,      -5.040771109,      -5.097288848,      -7.708761562
