x,y
3.198946584292820527e-01,-5.779741473818513775e+00
2.796261350767952347e-01,-5.637229509974214459e+00
2.334528520447867184e-01,-5.459930776807928154e+00
1.826692859785896683e-01,-5.246246388238505531e+00
1.289016474315097804e-01,-4.996991910362932110e+00
8.609133083479736381e-02,-4.755191742632056240e+00
5.401995754241950554e-02,-4.522187768751669168e+00
3.139830037525725981e-02,-4.307914530995348379e+00
-1.061651240757532921e-01,-4.061114048722246572e+00
-2.462869161197117629e-01,-3.828261691947780321e+00
-3.813412575040544539e-01,-3.588112091782549307e+00
-5.108044192450387211e-01,-3.363622092113610851e+00
-6.514576718466622562e-01,-3.131930608173213670e+00
-7.833398710659571496e-01,-2.898444449585513283e+00
-9.194006113324846297e-01,-2.621329945435531439e+00
-9.344983997344971094e-01,-2.390628882075044981e+00
-9.467468817574635764e-01,-2.135805350651748924e+00
-9.510655958993092796e-01,-1.895266515126236229e+00
-9.574393078940257595e-01,-1.622352565296044880e+00
-9.473657312393188867e-01,-1.380997537824774746e+00
-9.435312452316284570e-01,-1.110922982972697870e+00
-9.337336551121302453e-01,-8.639899655144631652e-01
-9.247411023548670617e-01,-6.024266644280373839e-01
-9.007410026277813397e-01,-3.441571500716964493e-01
-8.801735684531075687e-01,-1.039915418018688698e-01
-8.551626591001237898e-01,1.340037762021939471e-01
-8.290985527038572389e-01,3.941945696483264427e-01
-7.984930662427627279e-01,6.383431305810312040e-01
-7.638561089379445335e-01,8.862956258835037460e-01
-7.199048700332641992e-01,1.144598246362542149e+00
-6.775431167057581749e-01,1.361537968151220745e+00
-6.390761011668613101e-01,1.603864295883853153e+00
-5.937034277234758406e-01,1.844519105018199490e+00
-5.521442594528198633e-01,2.114610229961523480e+00
-5.073108547755649234e-01,2.365670852040555161e+00
-4.521667917115348434e-01,2.606914010108530633e+00
-4.066554182597570399e-01,2.828940494461734012e+00
-3.519073003360202456e-01,3.090921981735903046e+00
-2.911342001642498456e-01,3.366099324286997430e+00
-2.360793141637529402e-01,3.627311605105392189e+00
-1.775976038660321832e-01,3.874414819369308205e+00
-1.225002793584550886e-01,4.108401946400905835e+00
-7.141372585296634767e-02,4.371380227694502629e+00
-9.899416378566172625e-03,4.614955800662031926e+00
4.965660803658633604e-02,4.880325624662799733e+00
1.053946909904480700e-01,5.108750105645987638e+00
1.684743333884647365e-01,5.337055786057191220e+00
2.387202571289879782e-01,5.569341558108320989e+00
3.145695326328277752e-01,5.842678649826722470e+00
3.882031182902200284e-01,6.064907108776218969e+00
4.645806718894412990e-01,6.333240135117249814e+00
5.209957353515284328e-01,6.567033257545054958e+00
6.066325384335857773e-01,6.831138781880642163e+00
6.789445848081793189e-01,7.082205807201513714e+00
7.545524359558309913e-01,7.325273957313121365e+00
8.703863251166683579e-01,7.554864237028522389e+00
9.532558463258402615e-01,7.826919590465673870e+00
1.004659385847193720e+00,8.055246660429403960e+00
1.083158439585140798e+00,8.297119039187425216e+00
1.230519147617476161e+00,8.531328644813122253e+00
1.275232953446251871e+00,8.789302724490159591e+00
1.389971247502735485e+00,9.055792707095140059e+00
1.651877947977610894e+00,9.301246405389640870e+00
1.619452876465661051e+00,9.558061770772244614e+00
1.662282398530415151e+00,9.814331770685051026e+00
1.665925374814442250e+00,1.006102374695981538e+01
1.667332810776574137e+00,1.031674810892444683e+01
2.137143522262573203e+00,1.058672131885050760e+01
2.411056565148490094e+00,1.083873602396350933e+01
2.519064915793282289e+00,1.109971676628180148e+01
2.551484388726097841e+00,1.134263423585141339e+01
2.480925627878733941e+00,1.160218978002342993e+01
2.495338942084993406e+00,1.184868897784708963e+01
3.127330839395523032e+00,1.210985078204630838e+01
3.036763114350182313e+00,1.234354608473708836e+01
2.596116505324840062e+00,1.256613448762143648e+01
2.284434417290346353e+00,1.281381106450829321e+01
2.366729958542755252e+00,1.304334684854847382e+01
3.234531147965362674e+00,1.330590973655768039e+01
7.003461872654300535e+00,1.357916494852405975e+01
7.443330459058284276e+00,1.381524075854777323e+01
7.331352541250842236e+00,1.407773852422509009e+01
7.351373594015836233e+00,1.433293904651164041e+01
7.419646440101521634e+00,1.456949251112869348e+01
9.865921180456876272e+00,1.484049432692458836e+01
9.252221676149538609e+00,1.508702131754261444e+01
5.898247878760098928e+00,1.532933769981451633e+01
8.439795790267842435e+00,1.559601092412743739e+01
1.097694665010060433e+01,1.583758780008655975e+01
1.172270971938541884e+01,1.608248210027489478e+01
1.248676308114187705e+01,1.634391938011236789e+01
1.031823718098231524e+01,1.658143905305112398e+01
1.127484881428309826e+01,1.680950590616565776e+01
1.218722058595929880e+01,1.706507127699783055e+01
1.441596073314121540e+01,1.735136975635050760e+01
1.298472160502842421e+01,1.762085332263468729e+01
1.367393351854596872e+01,1.787795029441900496e+01
1.413377245385306225e+01,1.808835455423694683e+01
1.514700325448172435e+01,1.826013200697829930e+01
